MJD,cpo_dx,cpo_dy,err_dx,err_dy
54488,0.000199,-1.5e-05,0.000199,1.5e-05
54489,0.000127,-6.5e-05,0.000127,6.5e-05
54490,0.000163,3.4e-05,0.000163,3.4e-05
54491,0.000201,0.000138,0.000201,0.000138
54492,0.000177,0.000166,0.000177,0.000166
54493,0.000132,0.000151,0.000132,0.000151
54494,9.2e-05,0.000112,9.2e-05,0.000112
54495,0.000137,7.7e-05,0.000137,7.7e-05
54496,0.000209,4.2e-05,0.000209,4.2e-05
54497,0.000275,1.1e-05,0.000275,1.1e-05
54498,0.000284,-1.7e-05,0.000284,1.7e-05
54499,0.000252,-3e-05,0.000252,3e-05
54500,0.000203,-1.5e-05,0.000203,1.5e-05
54501,0.000145,3.7e-05,0.000145,3.7e-05
54502,8.2e-05,0.000115,8.2e-05,0.000115
54503,9.7e-05,0.000612,9.7e-05,0.000612
54504,0.000169,0.000212,0.000169,0.000212
54505,0.000186,-0.000293,0.000186,0.000293
54506,0.000129,-0.000312,0.000129,0.000312
54507,5.6e-05,-0.000151,5.6e-05,0.000151
54508,1.1e-05,1.6e-05,1.1e-05,1.6e-05
54509,6.2e-05,-2.4e-05,6.2e-05,2.4e-05
54510,-4.7e-05,9.8e-05,4.7e-05,9.8e-05
54511,5.1e-05,3.2e-05,5.1e-05,3.2e-05
54512,0.000189,-9.4e-05,0.000189,9.4e-05
54513,0.00021,-0.00013,0.00021,0.00013
54514,0.000188,-0.000121,0.000188,0.000121
54515,0.000162,-8.7e-05,0.000162,8.7e-05
54516,0.00017,-4.5e-05,0.00017,4.5e-05
54517,0.000273,-1.2e-05,0.000273,1.2e-05
54518,0.000253,-3e-06,0.000253,3e-06
54519,0.00021,7e-06,0.00021,7e-06
54520,0.000214,2.9e-05,0.000214,2.9e-05
54521,0.000237,5.6e-05,0.000237,5.6e-05
54522,0.000269,8.2e-05,0.000269,8.2e-05
54523,0.000278,9.5e-05,0.000278,9.5e-05
54524,0.000279,9.8e-05,0.000279,9.8e-05
54525,0.00028,9e-05,0.00028,9e-05
54526,0.00029,4.9e-05,0.00029,4.9e-05
54527,0.000304,-8e-06,0.000304,8e-06
54528,0.000313,-6.1e-05,0.000313,6.1e-05
54529,0.000316,-0.0001,0.000316,0.0001
54530,0.000294,-8.1e-05,0.000294,8.1e-05
54531,0.000264,-3.9e-05,0.000264,3.9e-05
54532,0.000232,1.1e-05,0.000232,1.1e-05
54533,0.00022,4.2e-05,0.00022,4.2e-05
54534,0.000221,5.6e-05,0.000221,5.6e-05
54535,0.000228,5.9e-05,0.000228,5.9e-05
54536,0.000237,5e-05,0.000237,5e-05
54537,0.000247,2.9e-05,0.000247,2.9e-05
54538,0.000249,-1.5e-05,0.000249,1.5e-05
54539,0.000252,-5.8e-05,0.000252,5.8e-05
54540,0.000286,-5.3e-05,0.000286,5.3e-05
54541,0.000333,-1.4e-05,0.000333,1.4e-05
54542,0.000367,2.5e-05,0.000367,2.5e-05
54543,0.00037,4.4e-05,0.00037,4.4e-05
54544,0.000291,-5e-06,0.000291,5e-06
54545,0.000185,-7.7e-05,0.000185,7.7e-05
54546,0.000141,-9.3e-05,0.000141,9.3e-05
54547,0.000157,-5.9e-05,0.000157,5.9e-05
54548,0.000202,-6e-06,0.000202,6e-06
54549,0.00026,5.1e-05,0.00026,5.1e-05
54550,0.000319,9.7e-05,0.000319,9.7e-05
54551,0.000364,0.000114,0.000364,0.000114
54552,0.000361,5.7e-05,0.000361,5.7e-05
54553,0.000344,-1.3e-05,0.000344,1.3e-05
54554,0.000364,-4.3e-05,0.000364,4.3e-05
54555,0.000392,-4.4e-05,0.000392,4.4e-05
54556,0.000387,-4.1e-05,0.000387,4.1e-05
54557,0.000317,-4.9e-05,0.000317,4.9e-05
54558,0.000107,-8.3e-05,0.000107,8.3e-05
54559,0.000313,-0.000179,0.000313,0.000179
54560,0.000313,-0.00013,0.000313,0.00013
54561,0.000201,-2.3e-05,0.000201,2.3e-05
54562,0.000158,5e-05,0.000158,5e-05
54563,0.000141,9.6e-05,0.000141,9.6e-05
54564,0.000137,0.000106,0.000137,0.000106
54565,9.5e-05,6.1e-05,9.5e-05,6.1e-05
54566,9.9e-05,-2e-05,9.9e-05,2e-05
54567,0.000214,-0.000129,0.000214,0.000129
54568,0.000293,-0.000182,0.000293,0.000182
54569,0.000287,-0.000159,0.000287,0.000159
54570,0.000244,-9.7e-05,0.000244,9.7e-05
54571,0.000196,-2.8e-05,0.000196,2.8e-05
54572,0.000242,-2.9e-05,0.000242,2.9e-05
54573,0.00032,-5.8e-05,0.00032,5.8e-05
54574,0.000397,-9.5e-05,0.000397,9.5e-05
54575,0.000414,-0.000139,0.000414,0.000139
54576,0.000391,-0.000182,0.000391,0.000182
54577,0.000357,-0.000214,0.000357,0.000214
54578,0.000324,-0.000227,0.000324,0.000227
54579,0.000303,-0.000214,0.000303,0.000214
54580,0.000326,-0.000143,0.000326,0.000143
54581,0.000358,-6.5e-05,0.000358,6.5e-05
54582,0.000371,-2.9e-05,0.000371,2.9e-05
54583,0.000367,-3.4e-05,0.000367,3.4e-05
54584,0.00035,-6.7e-05,0.00035,6.7e-05
54585,0.000322,-0.000124,0.000322,0.000124
54586,0.000287,-0.000199,0.000287,0.000199
54587,0.000256,-0.000263,0.000256,0.000263
54588,0.000237,-0.0003,0.000237,0.0003
54589,0.000229,-0.000312,0.000229,0.000312
54590,0.000236,-0.000298,0.000236,0.000298
54591,0.000258,-0.000254,0.000258,0.000254
54592,0.000297,-0.00018,0.000297,0.00018
54593,0.000368,-5.1e-05,0.000368,5.1e-05
54594,0.000441,7.8e-05,0.000441,7.8e-05
54595,0.000474,0.000121,0.000474,0.000121
54596,0.000472,8.8e-05,0.000472,8.8e-05
54597,0.000449,2.3e-05,0.000449,2.3e-05
54598,0.000413,-5.1e-05,0.000413,5.1e-05
54599,0.000372,-0.000112,0.000372,0.000112
54600,0.000344,-0.000107,0.000344,0.000107
54601,0.000313,-8.1e-05,0.000313,8.1e-05
54602,0.000269,-5.2e-05,0.000269,5.2e-05
54603,0.000238,-3.9e-05,0.000238,3.9e-05
54604,0.000228,-4.4e-05,0.000228,4.4e-05
54605,0.000233,-5.6e-05,0.000233,5.6e-05
54606,0.000249,-6.7e-05,0.000249,6.7e-05
54607,0.000296,-1e-05,0.000296,1e-05
54608,0.00031,-1.7e-05,0.00031,1.7e-05
54609,0.000241,-0.000192,0.000241,0.000192
54610,0.000173,-0.000351,0.000173,0.000351
54611,0.000144,-0.000413,0.000144,0.000413
54612,0.000138,-0.000403,0.000138,0.000403
54613,0.000146,-0.000333,0.000146,0.000333
54614,0.000162,-0.000215,0.000162,0.000215
54615,0.000171,-3.4e-05,0.000171,3.4e-05
54616,0.000181,0.000137,0.000181,0.000137
54617,0.000195,0.000168,0.000195,0.000168
54618,0.00021,8.5e-05,0.00021,8.5e-05
54619,0.000224,-4.5e-05,0.000224,4.5e-05
54620,0.000233,-0.000181,0.000233,0.000181
54621,0.000216,-0.000204,0.000216,0.000204
54622,0.000196,-0.000189,0.000196,0.000189
54623,0.000187,-0.000177,0.000187,0.000177
54624,0.000298,-0.000335,0.000298,0.000335
54625,0.000445,-0.000535,0.000445,0.000535
54626,0.000533,-0.000639,0.000533,0.000639
54627,0.000503,-0.000559,0.000503,0.000559
54628,0.000277,-0.000179,0.000277,0.000179
54629,8.5e-05,0.000121,8.5e-05,0.000121
54630,3e-06,0.00022,3e-06,0.00022
54631,-7e-06,0.000192,7e-06,0.000192
54632,3.7e-05,7.8e-05,3.7e-05,7.8e-05
54633,0.000116,-8e-05,0.000116,8e-05
54634,0.000209,-0.000239,0.000209,0.000239
54635,0.000273,-0.000265,0.000273,0.000265
54636,0.000326,-0.000259,0.000326,0.000259
54637,0.000368,-0.000254,0.000368,0.000254
54638,0.000339,-0.000246,0.000339,0.000246
54639,0.000279,-0.000248,0.000279,0.000248
54640,0.000237,-0.00027,0.000237,0.00027
54641,0.000241,-0.000322,0.000241,0.000322
54642,0.00034,-0.000448,0.00034,0.000448
54643,0.000293,-0.000166,0.000293,0.000166
54644,0.000194,-0.000212,0.000194,0.000212
54645,0.000115,-0.000335,0.000115,0.000335
54646,6.6e-05,-0.000278,6.6e-05,0.000278
54647,5.2e-05,-0.000188,5.2e-05,0.000188
54648,8.3e-05,-0.000152,8.3e-05,0.000152
54649,0.000191,-0.000372,0.000191,0.000372
54650,0.000322,-0.000657,0.000322,0.000657
54651,0.000397,-0.000765,0.000397,0.000765
54652,0.000415,-0.000715,0.000415,0.000715
54653,0.000398,-0.000588,0.000398,0.000588
54654,0.000354,-0.000423,0.000354,0.000423
54655,0.000288,-0.000262,0.000288,0.000262
54656,0.000164,-0.00014,0.000164,0.00014
54657,0.000101,-0.000106,0.000101,0.000106
54658,0.000186,-0.000217,0.000186,0.000217
54659,0.000286,-0.000335,0.000286,0.000335
54660,0.000337,-0.000395,0.000337,0.000395
54661,0.000353,-0.000409,0.000353,0.000409
54662,0.000336,-0.000377,0.000336,0.000377
54663,0.000282,-0.000189,0.000282,0.000189
54664,0.000212,-0.000122,0.000212,0.000122
54665,0.000144,-0.000402,0.000144,0.000402
54666,9.4e-05,-0.000624,9.4e-05,0.000624
54667,6.6e-05,-0.000632,6.6e-05,0.000632
54668,5.4e-05,-0.00053,5.4e-05,0.00053
54669,5.1e-05,-0.000383,5.1e-05,0.000383
54670,4.6e-05,-0.000359,4.6e-05,0.000359
54671,4.5e-05,-0.000373,4.5e-05,0.000373
54672,5e-05,-0.000387,5e-05,0.000387
54673,0.000108,-0.000339,0.000108,0.000339
54674,0.000176,-0.000272,0.000176,0.000272
54675,0.000206,-0.000232,0.000206,0.000232
54676,0.000166,-0.000248,0.000166,0.000248
54677,5e-06,-0.000361,5e-06,0.000361
54678,-1e-05,-0.000438,1e-05,0.000438
54679,0.00012,-0.000458,0.00012,0.000458
54680,0.000195,-0.000447,0.000195,0.000447
54681,0.000201,-0.000414,0.000201,0.000414
54682,0.000171,-0.000365,0.000171,0.000365
54683,0.000108,-0.000309,0.000108,0.000309
54684,-1.6e-05,-0.000259,1.6e-05,0.000259
54685,-0.000155,-0.000216,0.000155,0.000216
54686,-0.000275,-0.000183,0.000275,0.000183
54687,-0.000302,-0.000163,0.000302,0.000163
54688,-0.000255,-0.000162,0.000255,0.000162
54689,-0.000163,-0.000184,0.000163,0.000184
54690,-3.4e-05,-0.000235,3.4e-05,0.000235
54691,0.000142,-0.000334,0.000142,0.000334
54692,0.000195,-0.000373,0.000195,0.000373
54693,0.000181,-0.000319,0.000181,0.000319
54694,0.000209,-0.000351,0.000209,0.000351
54695,0.000185,-0.000362,0.000185,0.000362
54696,0.000145,-0.000333,0.000145,0.000333
54697,0.000108,-0.000315,0.000108,0.000315
54698,9.7e-05,-0.000315,9.7e-05,0.000315
54699,0.000105,-0.000354,0.000105,0.000354
54700,0.000125,-0.000298,0.000125,0.000298
54701,0.00013,-0.000248,0.00013,0.000248
54702,9e-05,-0.000249,9e-05,0.000249
54703,0.000114,-0.000318,0.000114,0.000318
54704,0.000134,-0.000309,0.000134,0.000309
54705,9.8e-05,-0.000199,9.8e-05,0.000199
54706,9.6e-05,-0.000185,9.6e-05,0.000185
54707,0.000109,-0.00022,0.000109,0.00022
54708,0.000119,-0.000256,0.000119,0.000256
54709,0.000124,-0.000288,0.000124,0.000288
54710,0.000123,-0.000317,0.000123,0.000317
54711,0.000114,-0.000337,0.000114,0.000337
54712,9.3e-05,-0.00034,9.3e-05,0.00034
54713,5.5e-05,-0.000306,5.5e-05,0.000306
54714,2.5e-05,-0.000365,2.5e-05,0.000365
54715,3.6e-05,-0.000421,3.6e-05,0.000421
54716,8.5e-05,-0.000414,8.5e-05,0.000414
54717,0.000149,-0.000375,0.000149,0.000375
54718,0.000206,-0.000318,0.000206,0.000318
54719,0.000226,-0.000236,0.000226,0.000236
54720,0.000212,-0.0002,0.000212,0.0002
54721,0.000156,-0.000274,0.000156,0.000274
54722,0.000121,-0.000365,0.000121,0.000365
54723,0.000122,-0.000425,0.000122,0.000425
54724,0.000136,-0.000459,0.000136,0.000459
54725,0.000143,-0.000464,0.000143,0.000464
54726,7.6e-05,-0.000409,7.6e-05,0.000409
54727,-1.3e-05,-0.00033,1.3e-05,0.00033
54728,-9.6e-05,-0.000249,9.6e-05,0.000249
54729,-0.000138,-0.000187,0.000138,0.000187
54730,-0.000142,-0.000153,0.000142,0.000153
54731,-0.000111,-0.000157,0.000111,0.000157
54732,-4.3e-05,-0.000208,4.3e-05,0.000208
54733,7.6e-05,-0.000331,7.6e-05,0.000331
54734,8.7e-05,-0.000349,8.7e-05,0.000349
54735,-5e-06,-0.000269,5e-06,0.000269
54736,-6.2e-05,-0.000249,6.2e-05,0.000249
54737,-7.9e-05,-0.000288,7.9e-05,0.000288
54738,-7.9e-05,-0.000342,7.9e-05,0.000342
54739,-6.6e-05,-0.000396,6.6e-05,0.000396
54740,-3.7e-05,-0.000403,3.7e-05,0.000403
54741,-2e-06,-0.000391,2e-06,0.000391
54742,3e-05,-0.000373,3e-05,0.000373
54743,2e-05,-0.00036,2e-05,0.00036
54744,-6e-06,-0.000352,6e-06,0.000352
54745,-1.7e-05,-0.000346,1.7e-05,0.000346
54746,4e-06,-0.00034,4e-06,0.00034
54747,8.7e-05,-0.000333,8.7e-05,0.000333
54748,9.1e-05,-0.000382,9.1e-05,0.000382
54749,8e-06,-0.000478,8e-06,0.000478
54750,-7.2e-05,-0.0005,7.2e-05,0.0005
54751,-0.000136,-0.000455,0.000136,0.000455
54752,-0.000189,-0.000387,0.000189,0.000387
54753,-0.000223,-0.000316,0.000223,0.000316
54754,-0.000231,-0.000261,0.000231,0.000261
54755,-0.000188,-0.000273,0.000188,0.000273
54756,-0.00013,-0.000301,0.00013,0.000301
54757,-8.5e-05,-0.000296,8.5e-05,0.000296
54758,-5.6e-05,-0.000269,5.6e-05,0.000269
54759,-4e-05,-0.000239,4e-05,0.000239
54760,-3.8e-05,-0.000219,3.8e-05,0.000219
54761,-6.3e-05,-0.000258,6.3e-05,0.000258
54762,-9.9e-05,-0.000315,9.9e-05,0.000315
54763,-0.000139,-0.000368,0.000139,0.000368
54764,-0.000165,-0.00037,0.000165,0.00037
54765,-0.00018,-0.000339,0.00018,0.000339
54766,-0.000189,-0.0003,0.000189,0.0003
54767,-0.000191,-0.000263,0.000191,0.000263
54768,-0.000186,-0.000261,0.000186,0.000261
54769,-0.000175,-0.000272,0.000175,0.000272
54770,-0.00016,-0.000285,0.00016,0.000285
54771,-0.000142,-0.000295,0.000142,0.000295
54772,-0.000122,-0.000296,0.000122,0.000296
54773,-0.000102,-0.000284,0.000102,0.000284
54774,-8.2e-05,-0.000255,8.2e-05,0.000255
54775,-4.6e-05,-0.000116,4.6e-05,0.000116
54776,-4.1e-05,-7.6e-05,4.1e-05,7.6e-05
54777,-0.000107,-0.000305,0.000107,0.000305
54778,-0.000167,-0.000442,0.000167,0.000442
54779,-0.000193,-0.000383,0.000193,0.000383
54780,-0.000212,-0.000269,0.000212,0.000269
54781,-0.000239,-0.000204,0.000239,0.000204
54782,-0.000316,-0.000324,0.000316,0.000324
54783,-0.00012,-0.000316,0.00012,0.000316
54784,-0.000232,-0.000196,0.000232,0.000196
54785,-0.000393,-8.9e-05,0.000393,8.9e-05
54786,-0.000361,-3.7e-05,0.000361,3.7e-05
54787,-0.000217,-3e-05,0.000217,3e-05
54788,7e-06,-6.5e-05,7e-06,6.5e-05
54789,0.000352,-0.000144,0.000352,0.000144
54790,-0.000225,-0.000223,0.000225,0.000223
54791,-0.000227,-0.000108,0.000227,0.000108
54792,-1.4e-05,-3e-06,1.4e-05,3e-06
54793,-8.3e-05,-1.9e-05,8.3e-05,1.9e-05
54794,-0.000227,-7e-05,0.000227,7e-05
54795,-0.000339,-0.0001,0.000339,0.0001
54796,-0.000291,-4.1e-05,0.000291,4.1e-05
54797,-0.000244,-2.6e-05,0.000244,2.6e-05
54798,-0.000242,-8.4e-05,0.000242,8.4e-05
54799,-0.000258,-0.000171,0.000258,0.000171
54800,-0.000275,-0.000254,0.000275,0.000254
54801,-0.000278,-0.000298,0.000278,0.000298
54802,-0.000249,-0.000272,0.000249,0.000272
54803,-0.000161,-0.000121,0.000161,0.000121
54804,-0.000147,-9.5e-05,0.000147,9.5e-05
54805,-0.000209,-0.000202,0.000209,0.000202
54806,-0.000251,-0.000267,0.000251,0.000267
54807,-0.000263,-0.000277,0.000263,0.000277
54808,-0.000264,-0.000267,0.000264,0.000267
54809,-0.000257,-0.000242,0.000257,0.000242
54810,-0.000241,-0.000207,0.000241,0.000207
54811,-0.000216,-0.000163,0.000216,0.000163
54812,-0.000192,-0.000125,0.000192,0.000125
54813,-0.000188,-0.000124,0.000188,0.000124
54814,-0.000199,-0.000153,0.000199,0.000153
54815,-0.000214,-0.000192,0.000214,0.000192
54816,-0.000224,-0.000229,0.000224,0.000229
54817,-0.000223,-0.00026,0.000223,0.00026
54818,-0.000187,-0.00018,0.000187,0.00018
54819,-0.00012,-3.5e-05,0.00012,3.5e-05
54820,-4.6e-05,7e-05,4.6e-05,7e-05
54821,-3e-06,9.5e-05,3e-06,9.5e-05
54822,-3.6e-05,5.4e-05,3.6e-05,5.4e-05
54823,-0.00019,-4.8e-05,0.00019,4.8e-05
54824,-0.000529,-0.000214,0.000529,0.000214
54825,-0.000755,-0.000346,0.000755,0.000346
54826,-0.000782,-0.000411,0.000782,0.000411
54827,-0.000687,-0.000423,0.000687,0.000423
54828,-0.000518,-0.00039,0.000518,0.00039
54829,-0.000327,-0.000318,0.000327,0.000318
54830,-0.000161,-0.000215,0.000161,0.000215
54831,-8.4e-05,-8.3e-05,8.4e-05,8.3e-05
54832,-5.6e-05,1.6e-05,5.6e-05,1.6e-05
54833,-7.1e-05,6.2e-05,7.1e-05,6.2e-05
54834,-0.000114,7.1e-05,0.000114,7.1e-05
54835,-0.000171,5.4e-05,0.000171,5.4e-05
54836,-0.000232,2.1e-05,0.000232,2.1e-05
54837,-0.000282,-1.8e-05,0.000282,1.8e-05
54838,-0.00028,-2.9e-05,0.00028,2.9e-05
54839,-0.000261,-3.9e-05,0.000261,3.9e-05
54840,-0.000236,-5.7e-05,0.000236,5.7e-05
54841,-0.000204,-0.000127,0.000204,0.000127
54842,-0.000171,-0.000211,0.000171,0.000211
54843,-0.000147,-0.000264,0.000147,0.000264
54844,-0.000135,-0.00026,0.000135,0.00026
54845,-0.000142,-0.000163,0.000142,0.000163
54846,-0.000211,-3.7e-05,0.000211,3.7e-05
54847,-0.000327,8.8e-05,0.000327,8.8e-05
54848,-0.000368,0.000148,0.000368,0.000148
54849,-0.00034,0.000147,0.00034,0.000147
54850,-0.000287,0.00011,0.000287,0.00011
54851,-0.000229,4.9e-05,0.000229,4.9e-05
54852,-0.000186,-2.5e-05,0.000186,2.5e-05
54853,-0.000183,-0.000104,0.000183,0.000104
54854,-0.000184,-0.000122,0.000184,0.000122
54855,-0.000153,-7.8e-05,0.000153,7.8e-05
54856,-9.1e-05,6e-06,9.1e-05,6e-06
54857,-2.4e-05,0.000103,2.4e-05,0.000103
54858,2.8e-05,0.000185,2.8e-05,0.000185
54859,-9e-06,0.00017,9e-06,0.00017
54860,-8.1e-05,0.000116,8.1e-05,0.000116
54861,-0.000158,5.2e-05,0.000158,5.2e-05
54862,-0.000193,4.4e-05,0.000193,4.4e-05
54863,-0.000201,5.9e-05,0.000201,5.9e-05
54864,-0.000202,5.7e-05,0.000202,5.7e-05
54865,-0.000203,1.6e-05,0.000203,1.6e-05
54866,-0.000218,-0.000111,0.000218,0.000111
54867,-0.000156,2.4e-05,0.000156,2.4e-05
54868,-0.000137,1e-06,0.000137,1e-06
54869,-0.000167,-0.000105,0.000167,0.000105
54870,-0.000208,-0.00015,0.000208,0.00015
54871,-0.000243,-0.000157,0.000243,0.000157
54872,-0.000253,-0.000126,0.000253,0.000126
54873,-0.000203,-6e-05,0.000203,6e-05
54874,-0.000359,0.000126,0.000359,0.000126
54875,-0.000163,2e-06,0.000163,2e-06
54876,9.8e-05,-0.0001,9.8e-05,0.0001
54877,0.000172,1.3e-05,0.000172,1.3e-05
54878,0.000147,0.000168,0.000147,0.000168
54879,5.8e-05,0.000249,5.8e-05,0.000249
54880,-5.8e-05,0.000142,5.8e-05,0.000142
54881,-0.000167,-0.000388,0.000167,0.000388
54882,-0.000202,-9.1e-05,0.000202,9.1e-05
54883,-0.000184,0.000368,0.000184,0.000368
54884,-0.000143,0.000508,0.000143,0.000508
54885,-9.1e-05,0.000492,9.1e-05,0.000492
54886,-4.5e-05,0.000377,4.5e-05,0.000377
54887,-1.9e-05,0.000224,1.9e-05,0.000224
54888,-5.4e-05,0.000136,5.4e-05,0.000136
54889,-0.000105,6.5e-05,0.000105,6.5e-05
54890,-0.000158,1.9e-05,0.000158,1.9e-05
54891,-0.000199,4e-06,0.000199,4e-06
54892,-0.000209,2.2e-05,0.000209,2.2e-05
54893,-0.000172,7.6e-05,0.000172,7.6e-05
54894,-6e-05,0.000183,6e-05,0.000183
54895,-3.5e-05,0.000167,3.5e-05,0.000167
54896,-0.000104,3.2e-05,0.000104,3.2e-05
54897,-0.000134,-3.9e-05,0.000134,3.9e-05
54898,-0.000122,-3.9e-05,0.000122,3.9e-05
54899,-0.000103,-1.2e-05,0.000103,1.2e-05
54900,-8.7e-05,3.2e-05,8.7e-05,3.2e-05
54901,-8.7e-05,8.1e-05,8.7e-05,8.1e-05
54902,-0.000136,0.000115,0.000136,0.000115
54903,-0.000189,0.000145,0.000189,0.000145
54904,-0.000198,0.00017,0.000198,0.00017
54905,-0.000171,0.000188,0.000171,0.000188
54906,-0.000125,0.000198,0.000125,0.000198
54907,-7.3e-05,0.000198,7.3e-05,0.000198
54908,-3.4e-05,0.000171,3.4e-05,0.000171
54909,-5e-06,0.000137,5e-06,0.000137
54910,1.6e-05,0.000107,1.6e-05,0.000107
54911,1.4e-05,0.000116,1.4e-05,0.000116
54912,-2e-06,0.000147,2e-06,0.000147
54913,-2.3e-05,0.000179,2.3e-05,0.000179
