MJD,cpo_dx,cpo_dy,err_dx,err_dy
53844,-0.000205,-0.000199,0.000205,0.000199
53845,-7.7e-05,-0.000292,7.7e-05,0.000292
53846,6.5e-05,-0.00039,6.5e-05,0.00039
53847,0.000148,-0.000439,0.000148,0.000439
53848,0.000167,-0.00044,0.000167,0.00044
53849,0.000131,-0.000408,0.000131,0.000408
53850,3.8e-05,-0.00035,3.8e-05,0.00035
53851,-0.000128,-0.000271,0.000128,0.000271
53852,-0.000142,-0.000179,0.000142,0.000179
53853,-6e-05,-0.000174,6e-05,0.000174
53854,1.5e-05,-0.000214,1.5e-05,0.000214
53855,5.8e-05,-0.000251,5.8e-05,0.000251
53856,7.9e-05,-0.000286,7.9e-05,0.000286
53857,8.2e-05,-0.000309,8.2e-05,0.000309
53858,7e-05,-0.000313,7e-05,0.000313
53859,4.5e-05,-0.00027,4.5e-05,0.00027
53860,1.6e-05,-0.000221,1.6e-05,0.000221
53861,-3e-06,-0.000206,3e-06,0.000206
53862,-1.1e-05,-0.000222,1.1e-05,0.000222
53863,-8e-06,-0.000254,8e-06,0.000254
53864,7e-06,-0.000295,7e-06,0.000295
53865,4.8e-05,-0.000336,4.8e-05,0.000336
53866,9.5e-05,-0.000372,9.5e-05,0.000372
53867,0.000137,-0.000398,0.000137,0.000398
53868,0.000138,-0.000382,0.000138,0.000382
53869,0.000114,-0.000342,0.000114,0.000342
53870,8.3e-05,-0.000297,8.3e-05,0.000297
53871,5.2e-05,-0.000258,5.2e-05,0.000258
53872,5.1e-05,-0.000256,5.1e-05,0.000256
53873,5.9e-05,-0.00027,5.9e-05,0.00027
53874,6.4e-05,-0.000288,6.4e-05,0.000288
53875,6.2e-05,-0.000325,6.2e-05,0.000325
53876,4.6e-05,-0.000357,4.6e-05,0.000357
53877,6e-06,-0.000357,6e-06,0.000357
53878,-6.4e-05,-0.000305,6.4e-05,0.000305
53879,-0.000185,-0.000168,0.000185,0.000168
53880,-0.000189,-0.000131,0.000189,0.000131
53881,-7.6e-05,-0.000202,7.6e-05,0.000202
53882,-5e-06,-0.000232,5e-06,0.000232
53883,1.3e-05,-0.000216,1.3e-05,0.000216
53884,1.4e-05,-0.000191,1.4e-05,0.000191
53885,2e-06,-0.000169,2e-06,0.000169
53886,-1.7e-05,-0.000162,1.7e-05,0.000162
53887,-3.4e-05,-0.000201,3.4e-05,0.000201
53888,-4.7e-05,-0.000246,4.7e-05,0.000246
53889,-2.5e-05,-0.000233,2.5e-05,0.000233
53890,2.2e-05,-0.000174,2.2e-05,0.000174
53891,7e-05,-0.000107,7e-05,0.000107
53892,0.000102,-5.5e-05,0.000102,5.5e-05
53893,0.000102,-4e-05,0.000102,4e-05
53894,1.3e-05,-0.000125,1.3e-05,0.000125
53895,-8.2e-05,-0.000233,8.2e-05,0.000233
53896,-1.5e-05,-0.000241,1.5e-05,0.000241
53897,0.00014,-0.000195,0.00014,0.000195
53898,0.000251,-0.00018,0.000251,0.00018
53899,0.000227,-0.000255,0.000227,0.000255
53900,-5.4e-05,-0.000497,5.4e-05,0.000497
53901,-0.000291,-0.000669,0.000291,0.000669
53902,-0.00039,-0.000701,0.00039,0.000701
53903,-0.000399,-0.000643,0.000399,0.000643
53904,-0.000344,-0.000527,0.000344,0.000527
53905,-0.000252,-0.000383,0.000252,0.000383
53906,-0.00015,-0.000243,0.00015,0.000243
53907,-0.000109,-0.000207,0.000109,0.000207
53908,-8.4e-05,-0.0002,8.4e-05,0.0002
53909,-6.3e-05,-0.000197,6.3e-05,0.000197
53910,-7.5e-05,-0.000192,7.5e-05,0.000192
53911,-9.9e-05,-0.000184,9.9e-05,0.000184
53912,-0.000107,-0.000173,0.000107,0.000173
53913,-8.5e-05,-0.000158,8.5e-05,0.000158
53914,-1.2e-05,-0.000138,1.2e-05,0.000138
53915,9.6e-05,-9.3e-05,9.6e-05,9.3e-05
53916,0.000148,-0.000197,0.000148,0.000197
53917,0.000129,-0.000297,0.000129,0.000297
53918,6.7e-05,-0.000287,6.7e-05,0.000287
53919,-1.4e-05,-0.000231,1.4e-05,0.000231
53920,-8.7e-05,-0.000163,8.7e-05,0.000163
53921,-0.000128,-0.000121,0.000128,0.000121
53922,-0.000111,-0.000141,0.000111,0.000141
53923,0.0,-0.000274,0.0,0.000274
53924,8.7e-05,-0.000349,8.7e-05,0.000349
53925,0.000116,-0.000336,0.000116,0.000336
53926,8.6e-05,-0.00028,8.6e-05,0.00028
53927,-5e-06,-0.000216,5e-06,0.000216
53928,-0.000182,-0.000181,0.000182,0.000181
53929,-0.00014,-0.000165,0.00014,0.000165
53930,9.5e-05,-0.000167,9.5e-05,0.000167
53931,0.000167,-0.00021,0.000167,0.00021
53932,9e-05,-0.000271,9e-05,0.000271
53933,-2.6e-05,-0.000312,2.6e-05,0.000312
53934,-0.000133,-0.000306,0.000133,0.000306
53935,-0.000148,-0.0001,0.000148,0.0001
53936,-0.000113,2.9e-05,0.000113,2.9e-05
53937,-4.3e-05,-0.000123,4.3e-05,0.000123
53938,3.7e-05,-0.000271,3.7e-05,0.000271
53939,0.000105,-0.000297,0.000105,0.000297
53940,0.00015,-0.000261,0.00015,0.000261
53941,0.000163,-0.000195,0.000163,0.000195
53942,8e-05,-0.00018,8e-05,0.00018
53943,-3.7e-05,-0.000181,3.7e-05,0.000181
53944,-0.000149,-0.000183,0.000149,0.000183
53945,-0.000192,-0.00018,0.000192,0.00018
53946,-0.000181,-0.000177,0.000181,0.000177
53947,-0.000137,-0.00018,0.000137,0.00018
53948,-6.6e-05,-0.000196,6.6e-05,0.000196
53949,4e-05,-0.000233,4e-05,0.000233
53950,1.2e-05,-0.000185,1.2e-05,0.000185
53951,-0.000123,-0.000285,0.000123,0.000285
53952,-0.000224,-0.000375,0.000224,0.000375
53953,-0.000248,-0.000348,0.000248,0.000348
53954,-0.00023,-0.000268,0.00023,0.000268
53955,-0.00019,-0.000172,0.00019,0.000172
53956,-0.000176,-0.000164,0.000176,0.000164
53957,-0.000166,-0.000186,0.000166,0.000186
53958,-0.000155,-0.000214,0.000155,0.000214
53959,-0.000137,-0.00019,0.000137,0.00019
53960,-0.000116,-0.000136,0.000116,0.000136
53961,-9.8e-05,-8e-05,9.8e-05,8e-05
53962,-8.5e-05,-3.6e-05,8.5e-05,3.6e-05
53963,-8e-05,-1.7e-05,8e-05,1.7e-05
53964,-8.7e-05,-3.5e-05,8.7e-05,3.5e-05
53965,-0.000112,-0.00011,0.000112,0.00011
53966,-0.000135,-0.00016,0.000135,0.00016
53967,-0.000145,-0.000172,0.000145,0.000172
53968,-0.000133,-0.000177,0.000133,0.000177
53969,-8.9e-05,-0.000199,8.9e-05,0.000199
53970,0.000117,-0.000372,0.000117,0.000372
53971,0.000202,-0.00045,0.000202,0.00045
53972,-6.7e-05,-0.000234,6.7e-05,0.000234
53973,-0.000287,-4.4e-05,0.000287,4.4e-05
53974,-0.00031,1e-06,0.00031,1e-06
53975,-0.000239,-2.3e-05,0.000239,2.3e-05
53976,-0.00014,-6.9e-05,0.00014,6.9e-05
53977,-0.000175,-2.3e-05,0.000175,2.3e-05
53978,-0.000178,-1e-06,0.000178,1e-06
53979,-4.5e-05,-7.5e-05,4.5e-05,7.5e-05
53980,6.8e-05,-0.000171,6.8e-05,0.000171
53981,9.3e-05,-0.000241,9.3e-05,0.000241
53982,6.7e-05,-0.000273,6.7e-05,0.000273
53983,1.1e-05,-0.00025,1.1e-05,0.00025
53984,-5.6e-05,-0.000155,5.6e-05,0.000155
53985,-9.8e-05,0.000101,9.8e-05,0.000101
53986,-0.000131,0.000361,0.000131,0.000361
53987,-0.000161,0.000403,0.000161,0.000403
53988,-0.000182,0.000275,0.000182,0.000275
53989,-0.000187,9.3e-05,0.000187,9.3e-05
53990,-0.000171,-7.5e-05,0.000171,7.5e-05
53991,-0.00011,-6.2e-05,0.00011,6.2e-05
53992,-4.5e-05,-3.2e-05,4.5e-05,3.2e-05
53993,-5e-06,-8.3e-05,5e-06,8.3e-05
53994,5.4e-05,-0.000166,5.4e-05,0.000166
53995,0.00012,-0.000224,0.00012,0.000224
53996,0.000135,-0.000202,0.000135,0.000202
53997,4.8e-05,-4.6e-05,4.8e-05,4.6e-05
53998,-0.000229,0.000336,0.000229,0.000336
53999,-0.000219,0.000436,0.000219,0.000436
54000,7.1e-05,0.000239,7.1e-05,0.000239
54001,0.000224,9.9e-05,0.000224,9.9e-05
54002,0.000232,3.7e-05,0.000232,3.7e-05
54003,0.000189,-3e-06,0.000189,3e-06
54004,0.000117,-2.4e-05,0.000117,2.4e-05
54005,7.5e-05,-2.4e-05,7.5e-05,2.4e-05
54006,4e-05,-1.5e-05,4e-05,1.5e-05
54007,7e-06,-2e-06,7e-06,2e-06
54008,-1.1e-05,-3e-06,1.1e-05,3e-06
54009,-2.2e-05,-1.6e-05,2.2e-05,1.6e-05
54010,-3.1e-05,-3.4e-05,3.1e-05,3.4e-05
54011,-4.5e-05,-6e-05,4.5e-05,6e-05
54012,-8.6e-05,-0.000164,8.6e-05,0.000164
54013,-0.000112,-0.000168,0.000112,0.000168
54014,-9e-05,7.4e-05,9e-05,7.4e-05
54015,-6e-05,0.000256,6e-05,0.000256
54016,-4e-05,0.000265,4e-05,0.000265
54017,-3e-05,0.000181,3e-05,0.000181
54018,-3e-05,5.7e-05,3e-05,5.7e-05
54019,-5.7e-05,2.2e-05,5.7e-05,2.2e-05
54020,-9e-05,1.6e-05,9e-05,1.6e-05
54021,-0.000114,1.5e-05,0.000114,1.5e-05
54022,-8.7e-05,8e-06,8.7e-05,8e-06
54023,-3e-05,1e-06,3e-05,1e-06
54024,3.5e-05,-0.0,3.5e-05,0.0
54025,9.6e-05,1e-05,9.6e-05,1e-05
54026,0.000122,5.4e-05,0.000122,5.4e-05
54027,0.000128,0.000107,0.000128,0.000107
54028,0.000121,0.000152,0.000121,0.000152
54029,9.4e-05,0.000151,9.4e-05,0.000151
54030,5.4e-05,0.000118,5.4e-05,0.000118
54031,1.1e-05,7.4e-05,1.1e-05,7.4e-05
54032,-2.9e-05,2.4e-05,2.9e-05,2.4e-05
54033,-5.5e-05,-1.3e-05,5.5e-05,1.3e-05
54034,-6.9e-05,-4.2e-05,6.9e-05,4.2e-05
54035,-7e-05,-6.2e-05,7e-05,6.2e-05
54036,-4.4e-05,-6.6e-05,4.4e-05,6.6e-05
54037,-1e-06,-5.5e-05,1e-06,5.5e-05
54038,4.9e-05,-2.9e-05,4.9e-05,2.9e-05
54039,9.7e-05,1e-05,9.7e-05,1e-05
54040,0.00013,8.3e-05,0.00013,8.3e-05
54041,0.000153,0.000162,0.000153,0.000162
54042,0.000165,0.000225,0.000165,0.000225
54043,0.000145,0.000176,0.000145,0.000176
54044,0.000111,7.9e-05,0.000111,7.9e-05
54045,8.1e-05,2e-06,8.1e-05,2e-06
54046,6.4e-05,-1.5e-05,6.4e-05,1.5e-05
54047,7.7e-05,8.6e-05,7.7e-05,8.6e-05
54048,8.9e-05,0.000124,8.9e-05,0.000124
54049,6.1e-05,0.000121,6.1e-05,0.000121
54050,4e-05,0.000115,4e-05,0.000115
54051,5.4e-05,0.000109,5.4e-05,0.000109
54052,8.5e-05,0.000102,8.5e-05,0.000102
54053,0.000125,9.6e-05,0.000125,9.6e-05
54054,0.000192,0.000108,0.000192,0.000108
54055,0.000207,9.3e-05,0.000207,9.3e-05
54056,9.9e-05,1.5e-05,9.9e-05,1.5e-05
54057,1.5e-05,-1e-05,1.5e-05,1e-05
54058,1.1e-05,3.8e-05,1.1e-05,3.8e-05
54059,4.7e-05,9e-05,4.7e-05,9e-05
54060,9.6e-05,8.8e-05,9.6e-05,8.8e-05
54061,0.00013,-4e-05,0.00013,4e-05
54062,0.00019,-0.000151,0.00019,0.000151
54063,0.000278,-0.0002,0.000278,0.0002
54064,0.000363,-0.000205,0.000363,0.000205
54065,0.000417,-0.000173,0.000417,0.000173
54066,0.000416,-0.000114,0.000416,0.000114
54067,0.000332,-3.6e-05,0.000332,3.6e-05
54068,0.000104,7.3e-05,0.000104,7.3e-05
54069,0.000201,-8.5e-05,0.000201,8.5e-05
54070,0.0001,-6.5e-05,0.0001,6.5e-05
54071,-4.3e-05,2.2e-05,4.3e-05,2.2e-05
54072,-4.9e-05,3.5e-05,4.9e-05,3.5e-05
54073,6e-06,3.4e-05,6e-06,3.4e-05
54074,8.6e-05,4.9e-05,8.6e-05,4.9e-05
54075,0.000161,0.000122,0.000161,0.000122
54076,6.4e-05,0.000148,6.4e-05,0.000148
54077,-6.3e-05,0.000179,6.3e-05,0.000179
54078,-0.000126,0.000234,0.000126,0.000234
54079,-0.000135,0.000274,0.000135,0.000274
54080,-8e-05,0.000269,8e-05,0.000269
54081,4.5e-05,0.000191,4.5e-05,0.000191
54082,0.000264,-7e-06,0.000264,7e-06
54083,0.000389,-0.000103,0.000389,0.000103
54084,0.000406,-8.1e-05,0.000406,8.1e-05
54085,0.00039,-3e-06,0.00039,3e-06
54086,0.000357,8.2e-05,0.000357,8.2e-05
54087,0.000306,0.000122,0.000306,0.000122
54088,0.000247,6.1e-05,0.000247,6.1e-05
54089,0.000216,-1.1e-05,0.000216,1.1e-05
54090,0.000224,-3.4e-05,0.000224,3.4e-05
54091,0.000255,-2.5e-05,0.000255,2.5e-05
54092,0.000245,-6.9e-05,0.000245,6.9e-05
54093,0.00021,-0.000139,0.00021,0.000139
54094,0.000177,-0.000197,0.000177,0.000197
54095,0.000153,-0.000228,0.000153,0.000228
54096,0.000148,-0.000218,0.000148,0.000218
54097,0.00017,-0.00015,0.00017,0.00015
54098,0.000235,-0.0,0.000235,0.0
54099,0.000254,6.9e-05,0.000254,6.9e-05
54100,0.000214,2.6e-05,0.000214,2.6e-05
54101,0.000145,-7.4e-05,0.000145,7.4e-05
54102,7.1e-05,-0.00019,7.1e-05,0.00019
54103,1.7e-05,-0.00028,1.7e-05,0.00028
54104,3.6e-05,-0.000251,3.6e-05,0.000251
54105,7.9e-05,-0.000189,7.9e-05,0.000189
54106,0.000123,-0.000162,0.000123,0.000162
54107,0.000163,-0.000165,0.000163,0.000165
54108,0.000196,-0.000178,0.000196,0.000178
54109,0.000218,-0.00019,0.000218,0.00019
54110,0.000224,-0.000192,0.000224,0.000192
54111,0.000197,-0.000153,0.000197,0.000153
54112,0.000164,-0.000112,0.000164,0.000112
54113,0.000163,-0.00011,0.000163,0.00011
54114,0.000186,-0.000139,0.000186,0.000139
54115,0.000218,-0.000178,0.000218,0.000178
54116,0.000252,-0.000215,0.000252,0.000215
54117,0.000267,-0.000208,0.000267,0.000208
54118,0.000272,-0.000186,0.000272,0.000186
54119,0.00027,-0.000164,0.00027,0.000164
54120,0.000262,-0.000163,0.000262,0.000163
54121,0.000248,-0.000176,0.000248,0.000176
54122,0.000227,-0.000193,0.000227,0.000193
54123,0.000199,-0.000209,0.000199,0.000209
54124,0.00014,-0.000221,0.00014,0.000221
54125,0.000109,-0.000224,0.000109,0.000224
54126,0.000152,-0.00021,0.000152,0.00021
54127,0.000201,-0.000198,0.000201,0.000198
54128,0.000222,-0.000196,0.000222,0.000196
54129,0.000225,-0.0002,0.000225,0.0002
54130,0.000214,-0.000207,0.000214,0.000207
54131,0.000181,-0.00021,0.000181,0.00021
54132,0.000144,-0.000211,0.000144,0.000211
54133,0.000114,-0.000211,0.000114,0.000211
54134,0.000166,-0.000203,0.000166,0.000203
54135,0.000247,-0.000192,0.000247,0.000192
54136,0.000299,-0.000184,0.000299,0.000184
54137,0.000286,-0.000182,0.000286,0.000182
54138,0.000129,-0.00023,0.000129,0.00023
54139,0.000413,0.000242,0.000413,0.000242
54140,0.000263,3.1e-05,0.000263,3.1e-05
54141,5e-06,-0.000336,5e-06,0.000336
54142,-1.1e-05,-0.00038,1.1e-05,0.00038
54143,9.7e-05,-0.000316,9.7e-05,0.000316
54144,0.000282,-0.000255,0.000282,0.000255
54145,0.000516,-0.000342,0.000516,0.000342
54146,0.000409,-0.000279,0.000409,0.000279
54147,0.000316,-0.000216,0.000316,0.000216
54148,0.00028,-0.000214,0.00028,0.000214
54149,0.000235,-0.000242,0.000235,0.000242
54150,0.000205,-0.000278,0.000205,0.000278
54151,0.000201,-0.000297,0.000201,0.000297
54152,0.000236,-0.000277,0.000236,0.000277
54153,0.000338,-0.000181,0.000338,0.000181
54154,0.000336,-0.000127,0.000336,0.000127
54155,0.00031,-0.000126,0.00031,0.000126
54156,0.000315,-0.000159,0.000315,0.000159
54157,0.000328,-0.000206,0.000328,0.000206
54158,0.00034,-0.00025,0.00034,0.00025
54159,0.000315,-0.00023,0.000315,0.00023
54160,0.000278,-0.000189,0.000278,0.000189
54161,0.000245,-0.000149,0.000245,0.000149
54162,0.000254,-0.000173,0.000254,0.000173
54163,0.000282,-0.000222,0.000282,0.000222
54164,0.000302,-0.000253,0.000302,0.000253
54165,0.000297,-0.000241,0.000297,0.000241
54166,0.000247,-0.000151,0.000247,0.000151
54167,0.000199,-8.2e-05,0.000199,8.2e-05
54168,0.000168,-6.1e-05,0.000168,6.1e-05
54169,0.00015,-7.1e-05,0.00015,7.1e-05
54170,0.000148,-0.000101,0.000148,0.000101
54171,0.000159,-0.000138,0.000159,0.000138
54172,0.000184,-0.000172,0.000184,0.000172
54173,0.000244,-0.000157,0.000244,0.000157
54174,0.000307,-0.000134,0.000307,0.000134
54175,0.000355,-0.000124,0.000355,0.000124
54176,0.000341,-0.000169,0.000341,0.000169
54177,0.000289,-0.000242,0.000289,0.000242
54178,0.000228,-0.00031,0.000228,0.00031
54179,0.000172,-0.000355,0.000172,0.000355
54180,0.000165,-0.000307,0.000165,0.000307
54181,0.00018,-0.000222,0.00018,0.000222
54182,0.000205,-0.000137,0.000205,0.000137
54183,0.000226,-0.000118,0.000226,0.000118
54184,0.000245,-0.000139,0.000245,0.000139
54185,0.000264,-0.000167,0.000264,0.000167
54186,0.00028,-0.000186,0.00028,0.000186
54187,0.000302,-0.000175,0.000302,0.000175
54188,0.000215,-0.000209,0.000215,0.000209
54189,0.000281,-0.000315,0.000281,0.000315
54190,0.000371,-0.000373,0.000371,0.000373
54191,0.00037,-0.000345,0.00037,0.000345
54192,0.000327,-0.000282,0.000327,0.000282
54193,0.000268,-0.000223,0.000268,0.000223
54194,0.000234,-0.000239,0.000234,0.000239
54195,0.000208,-0.000281,0.000208,0.000281
54196,0.000202,-0.000322,0.000202,0.000322
54197,0.000214,-0.000356,0.000214,0.000356
54198,0.000231,-0.00038,0.000231,0.00038
54199,0.000246,-0.000388,0.000246,0.000388
54200,0.000255,-0.000375,0.000255,0.000375
54201,0.000248,-0.000337,0.000248,0.000337
54202,0.000207,-0.000245,0.000207,0.000245
