# MJD,    cpo_dx,    cpo_dy
56556, -0.000194,  0.000034
56557, -0.000226, -0.000008
56558, -0.000273, -0.000048
56559, -0.000318, -0.000065
56560, -0.000342, -0.000039
56561, -0.000334,  0.000061
56562, -0.000176,  0.000111
56563, -0.000043,  0.000125
56564, -0.000022,  0.000133
56565, -0.000063,  0.000140
56566, -0.000136,  0.000152
56567, -0.000236,  0.000234
56568, -0.000279,  0.000260
56569, -0.000182,  0.000130
56570, -0.000128,  0.000024
56571, -0.000177,  0.000012
56572, -0.000270,  0.000050
56573, -0.000365,  0.000111
56574, -0.000346,  0.000130
56575, -0.000282,  0.000136
56576, -0.000210,  0.000144
56577, -0.000172,  0.000181
56578, -0.000159,  0.000230
56579, -0.000159,  0.000269
56580, -0.000168,  0.000286
56581, -0.000185,  0.000268
56582, -0.000211,  0.000166
56583, -0.000231,  0.000061
56584, -0.000207,  0.000060
56585, -0.000149,  0.000141
56586, -0.000086,  0.000251
56587, -0.000033,  0.000355
56588, -0.000047,  0.000356
56589, -0.000087,  0.000317
56590, -0.000131,  0.000270
56591, -0.000140,  0.000264
56592, -0.000130,  0.000277
56593, -0.000120,  0.000285
56594, -0.000117,  0.000278
56595, -0.000141,  0.000226
56596, -0.000176,  0.000160
56597, -0.000211,  0.000152
56598, -0.000242,  0.000192
56599, -0.000263,  0.000245
56600, -0.000268,  0.000290
56601, -0.000252,  0.000309
56602, -0.000209,  0.000281
56603, -0.000120,  0.000162
56604, -0.000126,  0.000220
56605, -0.000158,  0.000243
56606, -0.000169,  0.000147
56607, -0.000172,  0.000049
56608, -0.000168,  0.000034
56609, -0.000172,  0.000227
56610, -0.000029,  0.000150
56611, -0.000204,  0.000225
56612, -0.000323,  0.000348
56613, -0.000203,  0.000384
56614, -0.000028,  0.000376
56615,  0.000077,  0.000340
56616, -0.000083,  0.000293
56617,  0.000350,  0.000246
56618,  0.000114,  0.000220
56619, -0.000257,  0.000189
56620, -0.000269,  0.000154
56621, -0.000153,  0.000152
56622, -0.000029,  0.000212
56623, -0.000044,  0.000376
56624, -0.000082,  0.000496
56625, -0.000110,  0.000525
56626, -0.000130,  0.000494
56627, -0.000141,  0.000424
56628, -0.000142,  0.000335
56629, -0.000131,  0.000248
56630, -0.000091,  0.000226
56631, -0.000046,  0.000221
56632, -0.000008,  0.000217
56633, -0.000004,  0.000208
56634, -0.000023,  0.000194
56635, -0.000048,  0.000177
56636, -0.000071,  0.000157
56637, -0.000103,  0.000097
56638, -0.000093,  0.000086
56639,  0.000003,  0.000192
56640,  0.000072,  0.000289
56641,  0.000073,  0.000323
56642,  0.000037,  0.000309
56643, -0.000017,  0.000253
56644, -0.000081,  0.000150
56645,  0.000015,  0.000162
56646,  0.000055,  0.000194
56647,  0.000039,  0.000190
56648,  0.000026,  0.000160
56649,  0.000012,  0.000117
56650,  0.000003,  0.000073
56651,  0.000017,  0.000064
56652,  0.000040,  0.000070
56653,  0.000063,  0.000080
56654,  0.000077,  0.000080
56655,  0.000083,  0.000077
56656,  0.000084,  0.000078
56657,  0.000078,  0.000086
56658,  0.000062,  0.000116
56659,  0.000043,  0.000155
56660,  0.000026,  0.000193
56661,  0.000029,  0.000213
56662,  0.000043,  0.000222
56663,  0.000060,  0.000226
56664,  0.000076,  0.000230
56665,  0.000079,  0.000243
56666,  0.000075,  0.000258
56667,  0.000068,  0.000274
56668,  0.000055,  0.000292
56669,  0.000040,  0.000308
56670,  0.000031,  0.000314
56671,  0.000032,  0.000305
56672,  0.000064,  0.000260
56673,  0.000108,  0.000200
56674,  0.000152,  0.000138
56675,  0.000152,  0.000102
56676,  0.000128,  0.000087
56677,  0.000102,  0.000084
56678,  0.000085,  0.000090
56679,  0.000088,  0.000104
56680,  0.000144,  0.000126
56681,  0.000210,  0.000148
56682,  0.000239,  0.000144
56683,  0.000231,  0.000121
56684,  0.000205,  0.000090
56685,  0.000168,  0.000060
56686,  0.000127,  0.000039
56687,  0.000074,  0.000033
56688,  0.000198,  0.000058
56689,  0.000286,  0.000085
56690,  0.000236,  0.000099
56691,  0.000130,  0.000108
56692,  0.000017,  0.000115
56693,  0.000050,  0.000125
56694,  0.000135,  0.000137
56695,  0.000219,  0.000152
56696,  0.000228,  0.000192
56697,  0.000194,  0.000237
56698,  0.000152,  0.000269
56699,  0.000120,  0.000273
56700,  0.000111,  0.000212
56701,  0.000152,  0.000137
56702,  0.000278,  0.000080
56703,  0.000290,  0.000041
56704,  0.000158,  0.000019
56705,  0.000016,  0.000009
56706, -0.000026,  0.000011
56707,  0.000182,  0.000007
56708,  0.000208,  0.000195
56709,  0.000201,  0.000095
56710,  0.000224, -0.000062
56711,  0.000252, -0.000073
56712,  0.000276, -0.000018
56713,  0.000287,  0.000062
56714,  0.000286,  0.000121
56715,  0.000131,  0.000219
56716,  0.000175,  0.000086
56717,  0.000267, -0.000055
56718,  0.000271, -0.000060
56719,  0.000240, -0.000001
56720,  0.000199,  0.000081
56721,  0.000220,  0.000085
56722,  0.000262,  0.000062
56723,  0.000303,  0.000033
56724,  0.000312, -0.000002
56725,  0.000300, -0.000037
56726,  0.000282, -0.000061
56727,  0.000267, -0.000069
56728,  0.000260, -0.000054
56729,  0.000285,  0.000012
56730,  0.000309,  0.000087
56731,  0.000271,  0.000131
56732,  0.000194,  0.000147
56733,  0.000121,  0.000144
56734,  0.000079,  0.000125
56735,  0.000181,  0.000096
56736,  0.000335,  0.000060
56737,  0.000483,  0.000023
56738,  0.000525, -0.000010
56739,  0.000497, -0.000036
56740,  0.000442, -0.000049
56741,  0.000377, -0.000045
56742,  0.000336,  0.000003
56743,  0.000300,  0.000041
56744,  0.000257,  0.000026
56745,  0.000229,  0.000023
56746,  0.000223,  0.000052
56747,  0.000229,  0.000095
56748,  0.000242,  0.000136
56749,  0.000238,  0.000136
56750,  0.000234,  0.000119
56751,  0.000239,  0.000096
56752,  0.000318,  0.000092
56753,  0.000419,  0.000092
56754,  0.000480,  0.000080
56755,  0.000462,  0.000048
56756,  0.000311, -0.000019
56757,  0.000251, -0.000046
56758,  0.000300, -0.000029
56759,  0.000331, -0.000016
56760,  0.000331, -0.000014
56761,  0.000309, -0.000021
56762,  0.000258, -0.000039
56763,  0.000168, -0.000074
56764,  0.000105, -0.000095
56765,  0.000094, -0.000092
56766,  0.000116, -0.000080
56767,  0.000163, -0.000065
56768,  0.000223, -0.000058
56769,  0.000288, -0.000066
56770,  0.000346, -0.000100
56771,  0.000403, -0.000191
56772,  0.000273, -0.000070
56773,  0.000148,  0.000037
56774,  0.000126,  0.000021
56775,  0.000155, -0.000034
56776,  0.000206, -0.000076
56777,  0.000249, -0.000042
56778,  0.000293, -0.000018
56779,  0.000337, -0.000024
56780,  0.000371, -0.000047
56781,  0.000388, -0.000077
56782,  0.000380, -0.000103
56783,  0.000338, -0.000115
56784,  0.000241, -0.000097
56785,  0.000179, -0.000091
56786,  0.000153, -0.000114
56787,  0.000137, -0.000151
56788,  0.000192, -0.000229
56789,  0.000220, -0.000204
56790,  0.000214, -0.000150
56791,  0.000194, -0.000182
56792,  0.000173, -0.000164
56793,  0.000159, -0.000217
56794,  0.000149, -0.000281
56795,  0.000178, -0.000237
56796,  0.000181, -0.000220
56797,  0.000156, -0.000211
56798,  0.000135, -0.000185
56799,  0.000145, -0.000186
56800,  0.000170, -0.000200
56801,  0.000175, -0.000189
56802,  0.000168, -0.000162
56803,  0.000164, -0.000137
56804,  0.000168, -0.000120
56805,  0.000185, -0.000117
56806,  0.000239, -0.000151
56807,  0.000295, -0.000192
56808,  0.000317, -0.000204
56809,  0.000310, -0.000196
56810,  0.000285, -0.000181
56811,  0.000246, -0.000169
56812,  0.000201, -0.000189
56813,  0.000155, -0.000221
56814,  0.000112, -0.000253
56815,  0.000131, -0.000246
56816,  0.000180, -0.000219
56817,  0.000218, -0.000198
56818,  0.000225, -0.000194
56819,  0.000178, -0.000221
56820,  0.000024, -0.000309
56821,  0.000105, -0.000277
56822,  0.000220, -0.000209
56823,  0.000233, -0.000172
56824,  0.000198, -0.000152
56825,  0.000140, -0.000149
56826,  0.000084, -0.000162
56827,  0.000079, -0.000199
56828,  0.000086, -0.000241
56829,  0.000084, -0.000254
56830,  0.000075, -0.000246
56831,  0.000068, -0.000233
56832,  0.000067, -0.000227
56833,  0.000106, -0.000206
56834,  0.000118, -0.000258
56835,  0.000053, -0.000462
56836,  0.000052, -0.000578
56837,  0.000146, -0.000532
56838,  0.000263, -0.000413
56839,  0.000345, -0.000287
56840,  0.000268, -0.000277
56841,  0.000137, -0.000305
56842,  0.000050, -0.000328
56843,  0.000010, -0.000342
56844, -0.000002, -0.000350
56845,  0.000007, -0.000352
56846,  0.000031, -0.000347
56847,  0.000066, -0.000327
56848,  0.000104, -0.000303
56849,  0.000138, -0.000282
56850,  0.000137, -0.000286
56851,  0.000118, -0.000303
56852,  0.000097, -0.000320
56853,  0.000081, -0.000331
56854,  0.000105, -0.000306
56855,  0.000141, -0.000269
56856,  0.000173, -0.000236
56857,  0.000172, -0.000233
56858,  0.000149, -0.000249
56859,  0.000120, -0.000271
56860,  0.000091, -0.000295
56861,  0.000082, -0.000303
56862,  0.000080, -0.000304
56863,  0.000083, -0.000303
56864,  0.000092, -0.000299
56865,  0.000102, -0.000295
56866,  0.000108, -0.000292
56867,  0.000107, -0.000293
56868,  0.000081, -0.000304
56869,  0.000046, -0.000321
56870,  0.000014, -0.000341
56871,  0.000013, -0.000366
56872,  0.000029, -0.000390
56873,  0.000048, -0.000407
56874,  0.000062, -0.000411
56875,  0.000042, -0.000377
56876,  0.000011, -0.000330
56877, -0.000017, -0.000286
56878, -0.000006, -0.000293
56879,  0.000024, -0.000325
56880,  0.000055, -0.000358
56881,  0.000073, -0.000378
56882,  0.000036, -0.000329
56883, -0.000021, -0.000259
56884, -0.000071, -0.000194
56885, -0.000064, -0.000191
56886, -0.000023, -0.000226
56887,  0.000024, -0.000270
56888,  0.000063, -0.000309
56889,  0.000049, -0.000302
56890,  0.000015, -0.000277
56891, -0.000022, -0.000248
56892, -0.000061, -0.000193
56893, -0.000086, -0.000147
56894, -0.000078, -0.000141
56895, -0.000020, -0.000203
56896,  0.000114, -0.000376
56897,  0.000143, -0.000391
56898,  0.000059, -0.000245
56899, -0.000005, -0.000189
56900, -0.000035, -0.000225
56901, -0.000049, -0.000281
56902, -0.000045, -0.000333
56903, -0.000022, -0.000355
56904,  0.000039, -0.000300
56905, -0.000029, -0.000398
56906, -0.000101, -0.000502
56907, -0.000111, -0.000521
56908, -0.000097, -0.000503
56909, -0.000085, -0.000471
56910, -0.000153, -0.000504
56911, -0.000242, -0.000547
56912, -0.000319, -0.000574
56913, -0.000325, -0.000526
56914, -0.000284, -0.000432
56915, -0.000223, -0.000329
56916, -0.000157, -0.000233
56917, -0.000113, -0.000200
56918, -0.000081, -0.000195
56919, -0.000058, -0.000201
56920, -0.000050, -0.000200
56921, -0.000053, -0.000195
56922, -0.000063, -0.000191
56923, -0.000077, -0.000188
56924, -0.000100, -0.000190
56925, -0.000121, -0.000193
56926, -0.000132, -0.000196
56927, -0.000083, -0.000187
56928, -0.000010, -0.000173
56929,  0.000049, -0.000164
56930,  0.000069, -0.000165
56931, -0.000008, -0.000189
56932, -0.000119, -0.000223
56933, -0.000188, -0.000259
56934, -0.000215, -0.000293
56935, -0.000219, -0.000320
56936, -0.000208, -0.000335
56937, -0.000189, -0.000334
56938, -0.000178, -0.000291
56939, -0.000167, -0.000232
56940, -0.000156, -0.000173
56941, -0.000148, -0.000130
56942, -0.000143, -0.000103
56943, -0.000140, -0.000090
56944, -0.000137, -0.000094
56945, -0.000134, -0.000115
56946, -0.000129, -0.000170
56947, -0.000127, -0.000226
56948, -0.000138, -0.000203
56949, -0.000158, -0.000133
56950, -0.000176, -0.000073
56951, -0.000186, -0.000061
56952, -0.000177, -0.000147
56953, -0.000203, -0.000221
56954, -0.000269, -0.000247
56955, -0.000341, -0.000245
56956, -0.000390, -0.000225
56957, -0.000389, -0.000199
56958, -0.000309, -0.000177
56959, -0.000101, -0.000173
56960, -0.000047, -0.000166
56961, -0.000150, -0.000154
56962, -0.000211, -0.000146
56963, -0.000220, -0.000139
56964, -0.000214, -0.000132
56965, -0.000200, -0.000121
56966, -0.000187, -0.000097
56967, -0.000175, -0.000069
56968, -0.000163, -0.000045
56969, -0.000211, -0.000044
56970, -0.000267, -0.000056
56971, -0.000276, -0.000070
56972, -0.000203, -0.000078
56973,  0.000005, -0.000087
56974,  0.000197,  0.000092
56975, -0.000021, -0.000012
56976, -0.000268, -0.000179
56977, -0.000315, -0.000214
56978, -0.000271, -0.000184
56979, -0.000189, -0.000120
56980, -0.000180, -0.000042
56981, -0.000166, -0.000001
56982, -0.000103, -0.000052
56983, -0.000068, -0.000110
56984, -0.000083, -0.000133
56985, -0.000123, -0.000124
56986, -0.000171, -0.000080
56987, -0.000206,  0.000005
56988, -0.000217,  0.000072
56989, -0.000203,  0.000101
56990, -0.000178,  0.000104
56991, -0.000155,  0.000088
56992, -0.000144,  0.000060
56993, -0.000156,  0.000028
56994, -0.000277, -0.000002
56995, -0.000335, -0.000023
56996, -0.000235, -0.000026
56997, -0.000121, -0.000012
56998, -0.000063,  0.000013
56999, -0.000044,  0.000039
57000, -0.000058,  0.000054
57001, -0.000101,  0.000050
57002, -0.000179, -0.000011
57003, -0.000257, -0.000074
57004, -0.000267, -0.000065
57005, -0.000223, -0.000002
57006, -0.000162,  0.000074
57007, -0.000105,  0.000139
57008, -0.000115,  0.000107
57009, -0.000153,  0.000040
57010, -0.000198, -0.000030
57011, -0.000240, -0.000079
57012, -0.000272, -0.000100
57013, -0.000286, -0.000087
57014, -0.000272, -0.000033
57015, -0.000218,  0.000077
57016, -0.000193,  0.000149
57017, -0.000212,  0.000158
57018, -0.000246,  0.000130
57019, -0.000273,  0.000083
57020, -0.000273,  0.000035
57021, -0.000222,  0.000003
57022, -0.000089,  0.000011
57023, -0.000010,  0.000037
57024, -0.000017,  0.000077
57025, -0.000075,  0.000121
57026, -0.000159,  0.000162
57027, -0.000242,  0.000196
57028, -0.000302,  0.000214
57029, -0.000234,  0.000188
57030, -0.000134,  0.000145
57031, -0.000041,  0.000098
57032, -0.000021,  0.000049
57033, -0.000050,  0.000005
57034, -0.000095, -0.000029
57035, -0.000141, -0.000046
57036, -0.000175, -0.000040
57037, -0.000161,  0.000010
57038, -0.000134,  0.000073
57039, -0.000115,  0.000111
57040, -0.000106,  0.000125
57041, -0.000103,  0.000121
57042, -0.000106,  0.000103
57043, -0.000114,  0.000073
57044, -0.000129,  0.000027
57045, -0.000147, -0.000018
57046, -0.000171, -0.000032
57047, -0.000195, -0.000022
57048, -0.000212, -0.000001
57049, -0.000216,  0.000024
57050, -0.000205,  0.000025
57051, -0.000164,  0.000043
57052, -0.000078,  0.000108
57053, -0.000048,  0.000159
57054, -0.000089,  0.000170
57055, -0.000137,  0.000151
57056, -0.000139,  0.000109
57057, -0.000032,  0.000040
57058,  0.000133,  0.000079
57059,  0.000047,  0.000146
57060, -0.000082,  0.000255
57061, -0.000109,  0.000377
57062, -0.000104,  0.000410
57063, -0.000105,  0.000261
57064, -0.000174, -0.000245
57065, -0.000058, -0.000096
57066, -0.000034,  0.000096
57067, -0.000011,  0.000117
57068,  0.000082,  0.000076
57069,  0.000149,  0.000023
57070,  0.000120,  0.000010
57071, -0.000105,  0.000106
57072, -0.000189,  0.000169
57073, -0.000111,  0.000180
57074, -0.000062,  0.000169
57075, -0.000050,  0.000149
57076, -0.000041,  0.000130
57077, -0.000031,  0.000125
57078,  0.000002,  0.000181
57079,  0.000041,  0.000259
57080,  0.000075,  0.000335
57081,  0.000069,  0.000351
57082,  0.000039,  0.000326
57083,  0.000005,  0.000282
57084, -0.000022,  0.000229
57085, -0.000032,  0.000176
57086,  0.000005,  0.000138
57087,  0.000050,  0.000109
57088,  0.000069,  0.000092
57089,  0.000064,  0.000087
57090,  0.000048,  0.000089
57091,  0.000027,  0.000098
57092,  0.000013,  0.000109
57093,  0.000005,  0.000123
57094,  0.000003,  0.000141
57095,  0.000024,  0.000169
57096,  0.000057,  0.000200
57097,  0.000089,  0.000225
57098,  0.000112,  0.000238
57099,  0.000096,  0.000207
57100,  0.000065,  0.000164
57101,  0.000036,  0.000130
57102,  0.000038,  0.000159
57103,  0.000061,  0.000223
57104,  0.000089,  0.000288
57105,  0.000114,  0.000336
57106,  0.000140,  0.000327
57107,  0.000139,  0.000299
57108,  0.000084,  0.000275
57109,  0.000049,  0.000242
57110,  0.000056,  0.000198
57111,  0.000080,  0.000158
57112,  0.000104,  0.000135
57113,  0.000090,  0.000156
57114,  0.000068,  0.000195
57115,  0.000074,  0.000205
57116,  0.000106,  0.000190
57117,  0.000148,  0.000168
57118,  0.000189,  0.000149
57119,  0.000224,  0.000143
57120,  0.000241,  0.000158
57121,  0.000233,  0.000213
57122,  0.000187,  0.000228
57123,  0.000161,  0.000215
57124,  0.000174,  0.000193
57125,  0.000201,  0.000163
57126,  0.000224,  0.000132
57127,  0.000177,  0.000105
57128,  0.000110,  0.000086
57129,  0.000052,  0.000077
57130,  0.000061,  0.000111
57131,  0.000109,  0.000167
57132,  0.000166,  0.000222
57133,  0.000213,  0.000264
57134,  0.000218,  0.000256
57135,  0.000207,  0.000241
57136,  0.000196,  0.000243
57137,  0.000217,  0.000224
57138,  0.000270,  0.000174
57139,  0.000325,  0.000118
57140,  0.000359,  0.000073
57141,  0.000315,  0.000078
57142,  0.000245,  0.000103
57143,  0.000211,  0.000124
57144,  0.000210,  0.000138
57145,  0.000221,  0.000145
57146,  0.000237,  0.000142
57147,  0.000248,  0.000127
57148,  0.000229,  0.000078
57149,  0.000210,  0.000041
57150,  0.000207,  0.000044
57151,  0.000210,  0.000054
57152,  0.000214,  0.000056
57153,  0.000216,  0.000056
57154,  0.000213,  0.000057
57155,  0.000190,  0.000065
57156,  0.000161,  0.000079
57157,  0.000137,  0.000098
57158,  0.000144,  0.000143
57159,  0.000170,  0.000197
57160,  0.000198,  0.000243
57161,  0.000221,  0.000270
57162,  0.000214,  0.000237
57163,  0.000193,  0.000178
57164,  0.000171,  0.000110
57165,  0.000175,  0.000073
57166,  0.000193,  0.000057
57167,  0.000213,  0.000048
57168,  0.000227,  0.000041
57169,  0.000230,  0.000031
57170,  0.000202,  0.000005
57171,  0.000168, -0.000018
57172,  0.000150, -0.000012
57173,  0.000147,  0.000015
57174,  0.000151,  0.000048
57175,  0.000159,  0.000075
57176,  0.000163,  0.000064
57177,  0.000167,  0.000037
57178,  0.000172,  0.000005
57179,  0.000186, -0.000011
57180,  0.000204, -0.000017
57181,  0.000221, -0.000022
57182,  0.000234, -0.000028
57183,  0.000241, -0.000038
57184,  0.000231, -0.000063
57185,  0.000218, -0.000086
57186,  0.000212, -0.000087
57187,  0.000213, -0.000070
57188,  0.000215, -0.000045
57189,  0.000218, -0.000020
57190,  0.000215, -0.000013
57191,  0.000211, -0.000012
57192,  0.000207, -0.000013
57193,  0.000213,  0.000001
57194,  0.000222,  0.000017
57195,  0.000225,  0.000023
57196,  0.000216,  0.000011
57197,  0.000162, -0.000074
57198,  0.000123, -0.000126
57199,  0.000142, -0.000061
57200,  0.000171, -0.000010
57201,  0.000189, -0.000022
57202,  0.000198, -0.000062
57203,  0.000199, -0.000109
57204,  0.000190, -0.000125
57205,  0.000178, -0.000131
57206,  0.000168, -0.000130
57207,  0.000162, -0.000126
57208,  0.000158, -0.000121
57209,  0.000159, -0.000116
57210,  0.000163, -0.000115
57211,  0.000179, -0.000130
57212,  0.000196, -0.000147
57213,  0.000209, -0.000158
57214,  0.000198, -0.000145
57215,  0.000175, -0.000117
57216,  0.000153, -0.000087
57217,  0.000138, -0.000061
57218,  0.000158, -0.000054
57219,  0.000190, -0.000060
57220,  0.000220, -0.000077
57221,  0.000227, -0.000122
57222,  0.000217, -0.000180
57223,  0.000197, -0.000232
57224,  0.000172, -0.000267
57225,  0.000139, -0.000237
57226,  0.000107, -0.000183
57227,  0.000085, -0.000128
57228,  0.000104, -0.000112
57229,  0.000147, -0.000122
57230,  0.000191, -0.000144
57231,  0.000225, -0.000171
57232,  0.000208, -0.000192
57233,  0.000170, -0.000210
57234,  0.000126, -0.000225
57235,  0.000107, -0.000228
57236,  0.000104, -0.000224
57237,  0.000106, -0.000215
57238,  0.000107, -0.000203
57239,  0.000105, -0.000189
57240,  0.000087, -0.000175
57241,  0.000067, -0.000163
57242,  0.000050, -0.000154
57243,  0.000039, -0.000148
57244,  0.000035, -0.000146
57245,  0.000040, -0.000146
57246,  0.000055, -0.000148
57247,  0.000088, -0.000153
57248,  0.000126, -0.000158
57249,  0.000155, -0.000157
57250,  0.000175, -0.000152
57251,  0.000186, -0.000149
57252,  0.000187, -0.000150
57253,  0.000171, -0.000177
57254,  0.000149, -0.000207
57255,  0.000125, -0.000230
57256,  0.000129, -0.000184
57257,  0.000142, -0.000111
57258,  0.000146, -0.000060
57259,  0.000129, -0.000059
57260,  0.000074, -0.000149
57261,  0.000088, -0.000221
57262,  0.000165, -0.000255
57263,  0.000181, -0.000268
57264,  0.000141, -0.000267
57265,  0.000083, -0.000255
57266,  0.000022, -0.000235
57267, -0.000005, -0.000220
57268, -0.000014, -0.000205
57269, -0.000012, -0.000190
57270,  0.000036, -0.000180
57271,  0.000103, -0.000173
57272,  0.000162, -0.000168
57273,  0.000191, -0.000166
57274,  0.000175, -0.000164
57275,  0.000079, -0.000162
57276,  0.000053, -0.000180
57277,  0.000052, -0.000194
57278,  0.000041, -0.000188
57279,  0.000030, -0.000171
57280,  0.000019, -0.000149
57281,  0.000015, -0.000127
57282,  0.000016, -0.000106
57283,  0.000021, -0.000089
57284,  0.000038, -0.000075
57285,  0.000061, -0.000069
57286,  0.000083, -0.000074
57287,  0.000100, -0.000094
57288,  0.000101, -0.000156
57289,  0.000092, -0.000228
57290,  0.000077, -0.000291
57291,  0.000050, -0.000290
57292,  0.000019, -0.000249
57293, -0.000009, -0.000198
57294, -0.000029, -0.000149
57295, -0.000020, -0.000148
57296,  0.000001, -0.000163
57297,  0.000025, -0.000177
57298,  0.000062, -0.000143
57299,  0.000092, -0.000090
57300,  0.000096, -0.000053
57301,  0.000059, -0.000050
57302, -0.000059, -0.000101
57303,  0.000076, -0.000273
57304,  0.000144, -0.000188
57305,  0.000147, -0.000054
57306,  0.000162, -0.000029
57307,  0.000171, -0.000055
57308,  0.000171, -0.000104
57309,  0.000155, -0.000148
57310,  0.000107, -0.000128
57311,  0.000051, -0.000095
57312,  0.000016, -0.000081
57313,  0.000000, -0.000083
57314, -0.000005, -0.000096
57315, -0.000003, -0.000113
57316,  0.000000, -0.000134
57317,  0.000005, -0.000154
57318,  0.000008, -0.000168
57319, -0.000001, -0.000159
57320, -0.000016, -0.000135
57321, -0.000032, -0.000108
57322, -0.000047, -0.000081
57323, -0.000054, -0.000068
57324, -0.000056, -0.000063
57325, -0.000055, -0.000060
57326, -0.000046, -0.000061
57327, -0.000031, -0.000062
57328, -0.000017, -0.000063
57329, -0.000005, -0.000062
57330,  0.000001, -0.000057
57331, -0.000006, -0.000041
57332, -0.000017, -0.000027
57333, -0.000026, -0.000062
57334, -0.000031, -0.000120
57335, -0.000032, -0.000156
57336, -0.000027, -0.000140
57337, -0.000011,  0.000010
57338, -0.000033, -0.000393
57339, -0.000058, -0.000256
57340, -0.000057,  0.000028
57341, -0.000034,  0.000056
57342, -0.000006, -0.000004
57343,  0.000013, -0.000066
57344,  0.000012, -0.000031
57345, -0.000101,  0.000041
57346, -0.000077, -0.000166
57347,  0.000004, -0.000339
57348,  0.000045, -0.000310
57349,  0.000056, -0.000202
57350,  0.000036, -0.000094
57351, -0.000038, -0.000073
57352,  0.000034, -0.000139
57353,  0.000112, -0.000203
57354,  0.000096, -0.000215
57355,  0.000038, -0.000200
57356, -0.000036, -0.000169
57357, -0.000096, -0.000134
57358, -0.000102, -0.000128
57359, -0.000063, -0.000112
57360,  0.000030, -0.000062
57361,  0.000086, -0.000031
57362,  0.000072, -0.000036
57363,  0.000018, -0.000061
57364, -0.000056, -0.000093
57365, -0.000113, -0.000103
57366, -0.000161, -0.000106
57367, -0.000198, -0.000106
57368, -0.000134, -0.000154
57369, -0.000043, -0.000202
57370, -0.000003, -0.000198
57371, -0.000064, -0.000108
57372, -0.000304,  0.000130
57373, -0.000330,  0.000137
57374, -0.000135, -0.000083
57375, -0.000071, -0.000249
57376, -0.000110, -0.000323
57377, -0.000140, -0.000325
57378, -0.000105, -0.000236
57379,  0.000064, -0.000025
57380,  0.000185,  0.000137
57381,  0.000206,  0.000193
57382,  0.000163,  0.000182
57383,  0.000083,  0.000128
57384, -0.000013,  0.000052
57385, -0.000100, -0.000021
57386, -0.000149, -0.000064
57387, -0.000174, -0.000085
57388, -0.000177, -0.000082
57389, -0.000166, -0.000069
57390, -0.000144, -0.000054
57391, -0.000119, -0.000046
57392, -0.000094, -0.000054
57393, -0.000086, -0.000124
57394, -0.000084, -0.000208
57395, -0.000082, -0.000284
57396, -0.000075, -0.000307
57397, -0.000067, -0.000293
57398, -0.000063, -0.000263
57399, -0.000069, -0.000224
57400, -0.000087, -0.000187
57401, -0.000133, -0.000168
57402, -0.000182, -0.000152
57403, -0.000192, -0.000095
57404, -0.000175, -0.000026
57405, -0.000151,  0.000011
57406, -0.000136, -0.000019
57407, -0.000147, -0.000169
57408, -0.000115, -0.000193
57409, -0.000040, -0.000078
57410, -0.000010, -0.000011
57411, -0.000022, -0.000002
57412, -0.000045, -0.000014
57413, -0.000069, -0.000040
57414, -0.000079, -0.000073
57415, -0.000039, -0.000105
57416,  0.000005, -0.000132
57417,  0.000005, -0.000135
57418, -0.000028, -0.000118
57419, -0.000071, -0.000094
57420, -0.000109, -0.000068
57421, -0.000092, -0.000059
57422, -0.000057, -0.000058
57423, -0.000024, -0.000061
57424, -0.000036, -0.000092
57425, -0.000073, -0.000127
57426, -0.000115, -0.000142
57427, -0.000150, -0.000120
57428, -0.000170, -0.000020
57429, -0.000148, -0.000172
57430, -0.000206, -0.000130
57431, -0.000269, -0.000014
57432, -0.000279,  0.000022
57433, -0.000257,  0.000019
57434, -0.000212, -0.000010
57435, -0.000148, -0.000045
57436, -0.000080, -0.000082
57437, -0.000021, -0.000117
57438, -0.000014, -0.000121
57439, -0.000041, -0.000106
57440, -0.000080, -0.000085
57441, -0.000120, -0.000064
57442, -0.000132, -0.000062
57443, -0.000133, -0.000066
57444, -0.000131, -0.000073
57445, -0.000134, -0.000081
57446, -0.000139, -0.000088
57447, -0.000140, -0.000090
57448, -0.000136, -0.000084
57449, -0.000117, -0.000054
57450, -0.000091, -0.000017
57451, -0.000063,  0.000015
57452, -0.000036,  0.000006
57453, -0.000014, -0.000026
57454,  0.000001, -0.000061
57455,  0.000005, -0.000088
57456, -0.000020, -0.000075
57457, -0.000054, -0.000045
57458, -0.000087, -0.000009
57459, -0.000089,  0.000017
57460, -0.000072,  0.000036
57461, -0.000049,  0.000053
57462, -0.000025,  0.000068
57463, -0.000013,  0.000086
57464, -0.000009,  0.000101
57465, -0.000013,  0.000108
57466, -0.000027,  0.000059
57467, -0.000052, -0.000007
57468, -0.000085, -0.000045
57469, -0.000125, -0.000028
57470, -0.000176,  0.000121
57471, -0.000227,  0.000312
57472, -0.000246,  0.000399
57473, -0.000237,  0.000387
57474, -0.000211,  0.000325
57475, -0.000177,  0.000236
57476, -0.000140,  0.000143
57477, -0.000105,  0.000066
57478, -0.000090,  0.000063
57479, -0.000078,  0.000072
57480, -0.000036, -0.000004
57481,  0.000014, -0.000113
57482,  0.000039, -0.000171
57483,  0.000014, -0.000117
57484, -0.000097,  0.000140
57485, -0.000160,  0.000216
57486, -0.000156,  0.000094
