# MJD,    cpo_dx,    cpo_dy
54403, -0.000241, -0.000079
54404, -0.000072, -0.000036
54405,  0.000029, -0.000071
54406,  0.000028, -0.000188
54407, -0.000023, -0.000317
54408, -0.000083, -0.000398
54409, -0.000114, -0.000374
54410, -0.000078, -0.000188
54411,  0.000096,  0.000282
54412,  0.000062,  0.000324
54413, -0.000116,  0.000098
54414, -0.000233, -0.000072
54415, -0.000236, -0.000113
54416, -0.000175, -0.000084
54417, -0.000081, -0.000021
54418,  0.000019,  0.000032
54419,  0.000003,  0.000182
54420,  0.000056,  0.000128
54421,  0.000090,  0.000000
54422,  0.000045, -0.000065
54423, -0.000014, -0.000078
54424, -0.000044, -0.000027
54425,  0.000010,  0.000107
54426,  0.000061,  0.000202
54427,  0.000079,  0.000221
54428,  0.000078,  0.000194
54429,  0.000064,  0.000140
54430,  0.000043,  0.000078
54431,  0.000022,  0.000027
54432,  0.000013,  0.000011
54433, -0.000076,  0.000008
54434,  0.000221, -0.000038
54435,  0.000488, -0.000068
54436,  0.000440, -0.000048
54437,  0.000250, -0.000008
54438,  0.000028,  0.000034
54439, -0.000005, -0.000010
54440, -0.000007,  0.000002
54441, -0.000056,  0.000176
54442, -0.000100,  0.000272
54443, -0.000116,  0.000220
54444, -0.000106,  0.000102
54445, -0.000069, -0.000023
54446,  0.000075, -0.000029
54447,  0.000137, -0.000020
54448, -0.000029, -0.000053
54449, -0.000174, -0.000063
54450, -0.000200, -0.000028
54451, -0.000163,  0.000027
54452, -0.000098,  0.000085
54453, -0.000086,  0.000100
54454, -0.000091,  0.000097
54455, -0.000094,  0.000087
54456, -0.000061,  0.000029
54457, -0.000010, -0.000048
54458,  0.000034, -0.000111
54459,  0.000058, -0.000139
54460,  0.000050, -0.000111
54461, -0.000004, -0.000005
54462, -0.000125,  0.000210
54463, -0.000225,  0.000406
54464, -0.000276,  0.000537
54465, -0.000286,  0.000596
54466, -0.000257,  0.000569
54467, -0.000191,  0.000446
54468, -0.000090,  0.000213
54469,  0.000049, -0.000163
54470,  0.000127, -0.000360
54471,  0.000129, -0.000322
54472,  0.000090, -0.000157
54473,  0.000039,  0.000054
54474,  0.000056,  0.000101
54475,  0.000094,  0.000090
54476,  0.000128,  0.000070
54477,  0.000148,  0.000067
54478,  0.000147,  0.000075
54479,  0.000118,  0.000087
54480,  0.000053,  0.000102
54481, -0.000134,  0.000127
54482, -0.000259,  0.000142
54483, -0.000185,  0.000129
54484, -0.000053,  0.000106
54485,  0.000057,  0.000080
54486,  0.000144,  0.000051
54487,  0.000195,  0.000019
54488,  0.000199, -0.000015
54489,  0.000127, -0.000065
54490,  0.000163,  0.000034
54491,  0.000201,  0.000138
54492,  0.000177,  0.000166
54493,  0.000132,  0.000151
54494,  0.000092,  0.000112
54495,  0.000137,  0.000077
54496,  0.000209,  0.000042
54497,  0.000275,  0.000011
54498,  0.000284, -0.000017
54499,  0.000252, -0.000030
54500,  0.000203, -0.000015
54501,  0.000145,  0.000037
54502,  0.000082,  0.000115
54503,  0.000097,  0.000612
54504,  0.000169,  0.000212
54505,  0.000186, -0.000293
54506,  0.000129, -0.000312
54507,  0.000056, -0.000151
54508,  0.000011,  0.000016
54509,  0.000062, -0.000024
54510, -0.000047,  0.000098
54511,  0.000051,  0.000032
54512,  0.000189, -0.000094
54513,  0.000210, -0.000130
54514,  0.000188, -0.000121
54515,  0.000162, -0.000087
54516,  0.000170, -0.000045
54517,  0.000273, -0.000012
54518,  0.000253, -0.000003
54519,  0.000210,  0.000007
54520,  0.000214,  0.000029
54521,  0.000237,  0.000056
54522,  0.000269,  0.000082
54523,  0.000278,  0.000095
54524,  0.000279,  0.000098
54525,  0.000280,  0.000090
54526,  0.000290,  0.000049
54527,  0.000304, -0.000008
54528,  0.000313, -0.000061
54529,  0.000316, -0.000100
54530,  0.000294, -0.000081
54531,  0.000264, -0.000039
54532,  0.000232,  0.000011
54533,  0.000220,  0.000042
54534,  0.000221,  0.000056
54535,  0.000228,  0.000059
54536,  0.000237,  0.000050
54537,  0.000247,  0.000029
54538,  0.000249, -0.000015
54539,  0.000252, -0.000058
54540,  0.000286, -0.000053
54541,  0.000333, -0.000014
54542,  0.000367,  0.000025
54543,  0.000370,  0.000044
54544,  0.000291, -0.000005
54545,  0.000185, -0.000077
54546,  0.000141, -0.000093
54547,  0.000157, -0.000059
54548,  0.000202, -0.000006
54549,  0.000260,  0.000051
54550,  0.000319,  0.000097
54551,  0.000364,  0.000114
54552,  0.000361,  0.000057
54553,  0.000344, -0.000013
54554,  0.000364, -0.000043
54555,  0.000392, -0.000044
54556,  0.000387, -0.000041
54557,  0.000317, -0.000049
54558,  0.000107, -0.000083
54559,  0.000313, -0.000179
54560,  0.000313, -0.000130
54561,  0.000201, -0.000023
54562,  0.000158,  0.000050
54563,  0.000141,  0.000096
54564,  0.000137,  0.000106
54565,  0.000095,  0.000061
54566,  0.000099, -0.000020
54567,  0.000214, -0.000129
54568,  0.000293, -0.000182
54569,  0.000287, -0.000159
54570,  0.000244, -0.000097
54571,  0.000196, -0.000028
54572,  0.000242, -0.000029
54573,  0.000320, -0.000058
54574,  0.000397, -0.000095
54575,  0.000414, -0.000139
54576,  0.000391, -0.000182
54577,  0.000357, -0.000214
54578,  0.000324, -0.000227
54579,  0.000303, -0.000214
54580,  0.000326, -0.000143
54581,  0.000358, -0.000065
54582,  0.000371, -0.000029
54583,  0.000367, -0.000034
54584,  0.000350, -0.000067
54585,  0.000322, -0.000124
54586,  0.000287, -0.000199
54587,  0.000256, -0.000263
54588,  0.000237, -0.000300
54589,  0.000229, -0.000312
54590,  0.000236, -0.000298
54591,  0.000258, -0.000254
54592,  0.000297, -0.000180
54593,  0.000368, -0.000051
54594,  0.000441,  0.000078
54595,  0.000474,  0.000121
54596,  0.000472,  0.000088
54597,  0.000449,  0.000023
54598,  0.000413, -0.000051
54599,  0.000372, -0.000112
54600,  0.000344, -0.000107
54601,  0.000313, -0.000081
54602,  0.000269, -0.000052
54603,  0.000238, -0.000039
54604,  0.000228, -0.000044
54605,  0.000233, -0.000056
54606,  0.000249, -0.000067
54607,  0.000296, -0.000010
54608,  0.000310, -0.000017
54609,  0.000241, -0.000192
54610,  0.000173, -0.000351
54611,  0.000144, -0.000413
54612,  0.000138, -0.000403
54613,  0.000146, -0.000333
54614,  0.000162, -0.000215
54615,  0.000171, -0.000034
54616,  0.000181,  0.000137
54617,  0.000195,  0.000168
54618,  0.000210,  0.000085
54619,  0.000224, -0.000045
54620,  0.000233, -0.000181
54621,  0.000216, -0.000204
54622,  0.000196, -0.000189
54623,  0.000187, -0.000177
54624,  0.000298, -0.000335
54625,  0.000445, -0.000535
54626,  0.000533, -0.000639
54627,  0.000503, -0.000559
54628,  0.000277, -0.000179
54629,  0.000085,  0.000121
54630,  0.000003,  0.000220
54631, -0.000007,  0.000192
54632,  0.000037,  0.000078
54633,  0.000116, -0.000080
54634,  0.000209, -0.000239
54635,  0.000273, -0.000265
54636,  0.000326, -0.000259
54637,  0.000368, -0.000254
54638,  0.000339, -0.000246
54639,  0.000279, -0.000248
54640,  0.000237, -0.000270
54641,  0.000241, -0.000322
54642,  0.000340, -0.000448
54643,  0.000293, -0.000166
54644,  0.000194, -0.000212
54645,  0.000115, -0.000335
54646,  0.000066, -0.000278
54647,  0.000052, -0.000188
54648,  0.000083, -0.000152
54649,  0.000191, -0.000372
54650,  0.000322, -0.000657
54651,  0.000397, -0.000765
54652,  0.000415, -0.000715
54653,  0.000398, -0.000588
54654,  0.000354, -0.000423
54655,  0.000288, -0.000262
54656,  0.000164, -0.000140
54657,  0.000101, -0.000106
54658,  0.000186, -0.000217
54659,  0.000286, -0.000335
54660,  0.000337, -0.000395
54661,  0.000353, -0.000409
54662,  0.000336, -0.000377
54663,  0.000282, -0.000189
54664,  0.000212, -0.000122
54665,  0.000144, -0.000402
54666,  0.000094, -0.000624
54667,  0.000066, -0.000632
54668,  0.000054, -0.000530
54669,  0.000051, -0.000383
54670,  0.000046, -0.000359
54671,  0.000045, -0.000373
54672,  0.000050, -0.000387
54673,  0.000108, -0.000339
54674,  0.000176, -0.000272
54675,  0.000206, -0.000232
54676,  0.000166, -0.000248
54677,  0.000005, -0.000361
54678, -0.000010, -0.000438
54679,  0.000120, -0.000458
54680,  0.000195, -0.000447
54681,  0.000201, -0.000414
54682,  0.000171, -0.000365
54683,  0.000108, -0.000309
54684, -0.000016, -0.000259
54685, -0.000155, -0.000216
54686, -0.000275, -0.000183
54687, -0.000302, -0.000163
54688, -0.000255, -0.000162
54689, -0.000163, -0.000184
54690, -0.000034, -0.000235
54691,  0.000142, -0.000334
54692,  0.000195, -0.000373
54693,  0.000181, -0.000319
54694,  0.000209, -0.000351
54695,  0.000185, -0.000362
54696,  0.000145, -0.000333
54697,  0.000108, -0.000315
54698,  0.000097, -0.000315
54699,  0.000105, -0.000354
54700,  0.000125, -0.000298
54701,  0.000130, -0.000248
54702,  0.000090, -0.000249
54703,  0.000114, -0.000318
54704,  0.000134, -0.000309
54705,  0.000098, -0.000199
54706,  0.000096, -0.000185
54707,  0.000109, -0.000220
54708,  0.000119, -0.000256
54709,  0.000124, -0.000288
54710,  0.000123, -0.000317
54711,  0.000114, -0.000337
54712,  0.000093, -0.000340
54713,  0.000055, -0.000306
54714,  0.000025, -0.000365
54715,  0.000036, -0.000421
54716,  0.000085, -0.000414
54717,  0.000149, -0.000375
54718,  0.000206, -0.000318
54719,  0.000226, -0.000236
54720,  0.000212, -0.000200
54721,  0.000156, -0.000274
54722,  0.000121, -0.000365
54723,  0.000122, -0.000425
54724,  0.000136, -0.000459
54725,  0.000143, -0.000464
54726,  0.000076, -0.000409
54727, -0.000013, -0.000330
54728, -0.000096, -0.000249
54729, -0.000138, -0.000187
54730, -0.000142, -0.000153
54731, -0.000111, -0.000157
54732, -0.000043, -0.000208
54733,  0.000076, -0.000331
54734,  0.000087, -0.000349
54735, -0.000005, -0.000269
54736, -0.000062, -0.000249
54737, -0.000079, -0.000288
54738, -0.000079, -0.000342
54739, -0.000066, -0.000396
54740, -0.000037, -0.000403
54741, -0.000002, -0.000391
54742,  0.000030, -0.000373
54743,  0.000020, -0.000360
54744, -0.000006, -0.000352
54745, -0.000017, -0.000346
54746,  0.000004, -0.000340
54747,  0.000087, -0.000333
54748,  0.000091, -0.000382
54749,  0.000008, -0.000478
54750, -0.000072, -0.000500
54751, -0.000136, -0.000455
54752, -0.000189, -0.000387
54753, -0.000223, -0.000316
54754, -0.000231, -0.000261
54755, -0.000188, -0.000273
54756, -0.000130, -0.000301
54757, -0.000085, -0.000296
54758, -0.000056, -0.000269
54759, -0.000040, -0.000239
54760, -0.000038, -0.000219
54761, -0.000063, -0.000258
54762, -0.000099, -0.000315
54763, -0.000139, -0.000368
54764, -0.000165, -0.000370
54765, -0.000180, -0.000339
54766, -0.000189, -0.000300
54767, -0.000191, -0.000263
54768, -0.000186, -0.000261
54769, -0.000175, -0.000272
54770, -0.000160, -0.000285
54771, -0.000142, -0.000295
54772, -0.000122, -0.000296
54773, -0.000102, -0.000284
54774, -0.000082, -0.000255
54775, -0.000046, -0.000116
54776, -0.000041, -0.000076
54777, -0.000107, -0.000305
54778, -0.000167, -0.000442
54779, -0.000193, -0.000383
54780, -0.000212, -0.000269
54781, -0.000239, -0.000204
54782, -0.000316, -0.000324
54783, -0.000120, -0.000316
54784, -0.000232, -0.000196
54785, -0.000393, -0.000089
54786, -0.000361, -0.000037
54787, -0.000217, -0.000030
54788,  0.000007, -0.000065
54789,  0.000352, -0.000144
54790, -0.000225, -0.000223
54791, -0.000227, -0.000108
54792, -0.000014, -0.000003
54793, -0.000083, -0.000019
54794, -0.000227, -0.000070
54795, -0.000339, -0.000100
54796, -0.000291, -0.000041
54797, -0.000244, -0.000026
54798, -0.000242, -0.000084
54799, -0.000258, -0.000171
54800, -0.000275, -0.000254
54801, -0.000278, -0.000298
54802, -0.000249, -0.000272
54803, -0.000161, -0.000121
54804, -0.000147, -0.000095
54805, -0.000209, -0.000202
54806, -0.000251, -0.000267
54807, -0.000263, -0.000277
54808, -0.000264, -0.000267
54809, -0.000257, -0.000242
54810, -0.000241, -0.000207
54811, -0.000216, -0.000163
54812, -0.000192, -0.000125
54813, -0.000188, -0.000124
54814, -0.000199, -0.000153
54815, -0.000214, -0.000192
54816, -0.000224, -0.000229
54817, -0.000223, -0.000260
54818, -0.000187, -0.000180
54819, -0.000120, -0.000035
54820, -0.000046,  0.000070
54821, -0.000003,  0.000095
54822, -0.000036,  0.000054
54823, -0.000190, -0.000048
54824, -0.000529, -0.000214
54825, -0.000755, -0.000346
54826, -0.000782, -0.000411
54827, -0.000687, -0.000423
54828, -0.000518, -0.000390
54829, -0.000327, -0.000318
54830, -0.000161, -0.000215
54831, -0.000084, -0.000083
54832, -0.000056,  0.000016
54833, -0.000071,  0.000062
54834, -0.000114,  0.000071
54835, -0.000171,  0.000054
54836, -0.000232,  0.000021
54837, -0.000282, -0.000018
54838, -0.000280, -0.000029
54839, -0.000261, -0.000039
54840, -0.000236, -0.000057
54841, -0.000204, -0.000127
54842, -0.000171, -0.000211
54843, -0.000147, -0.000264
54844, -0.000135, -0.000260
54845, -0.000142, -0.000163
54846, -0.000211, -0.000037
54847, -0.000327,  0.000088
54848, -0.000368,  0.000148
54849, -0.000340,  0.000147
54850, -0.000287,  0.000110
54851, -0.000229,  0.000049
54852, -0.000186, -0.000025
54853, -0.000183, -0.000104
54854, -0.000184, -0.000122
54855, -0.000153, -0.000078
54856, -0.000091,  0.000006
54857, -0.000024,  0.000103
54858,  0.000028,  0.000185
54859, -0.000009,  0.000170
54860, -0.000081,  0.000116
54861, -0.000158,  0.000052
54862, -0.000193,  0.000044
54863, -0.000201,  0.000059
54864, -0.000202,  0.000057
54865, -0.000203,  0.000016
54866, -0.000218, -0.000111
54867, -0.000156,  0.000024
54868, -0.000137,  0.000001
54869, -0.000167, -0.000105
54870, -0.000208, -0.000150
54871, -0.000243, -0.000157
54872, -0.000253, -0.000126
54873, -0.000203, -0.000060
54874, -0.000359,  0.000126
54875, -0.000163,  0.000002
54876,  0.000098, -0.000100
54877,  0.000172,  0.000013
54878,  0.000147,  0.000168
54879,  0.000058,  0.000249
54880, -0.000058,  0.000142
54881, -0.000167, -0.000388
54882, -0.000202, -0.000091
54883, -0.000184,  0.000368
54884, -0.000143,  0.000508
54885, -0.000091,  0.000492
54886, -0.000045,  0.000377
54887, -0.000019,  0.000224
54888, -0.000054,  0.000136
54889, -0.000105,  0.000065
54890, -0.000158,  0.000019
54891, -0.000199,  0.000004
54892, -0.000209,  0.000022
54893, -0.000172,  0.000076
54894, -0.000060,  0.000183
54895, -0.000035,  0.000167
54896, -0.000104,  0.000032
54897, -0.000134, -0.000039
54898, -0.000122, -0.000039
54899, -0.000103, -0.000012
54900, -0.000087,  0.000032
54901, -0.000087,  0.000081
54902, -0.000136,  0.000115
54903, -0.000189,  0.000145
54904, -0.000198,  0.000170
54905, -0.000171,  0.000188
54906, -0.000125,  0.000198
54907, -0.000073,  0.000198
54908, -0.000034,  0.000171
54909, -0.000005,  0.000137
54910,  0.000016,  0.000107
54911,  0.000014,  0.000116
54912, -0.000002,  0.000147
54913, -0.000023,  0.000179
54914, -0.000045,  0.000202
54915, -0.000056,  0.000176
54916, -0.000059,  0.000134
54917, -0.000056,  0.000098
54918, -0.000036,  0.000118
54919, -0.000007,  0.000170
54920,  0.000024,  0.000221
54921,  0.000051,  0.000255
54922,  0.000064,  0.000209
54923,  0.000067,  0.000137
54924,  0.000058,  0.000071
54925, -0.000035,  0.000099
54926, -0.000146,  0.000173
54927, -0.000201,  0.000238
54928, -0.000155,  0.000262
54929,  0.000084,  0.000214
54930,  0.000029,  0.000086
54931, -0.000073,  0.000006
54932, -0.000049,  0.000021
54933,  0.000021,  0.000083
54934,  0.000103,  0.000163
54935,  0.000159,  0.000227
54936,  0.000153,  0.000245
54937,  0.000021,  0.000172
54938,  0.000041,  0.000133
54939,  0.000091,  0.000111
54940,  0.000086,  0.000085
54941,  0.000064,  0.000055
54942,  0.000040,  0.000020
54943,  0.000034, -0.000031
54944,  0.000019,  0.000024
54945, -0.000003,  0.000170
54946,  0.000000,  0.000244
54947,  0.000026,  0.000249
54948,  0.000063,  0.000231
54949,  0.000106,  0.000206
54950,  0.000154,  0.000206
54951,  0.000195,  0.000212
54952,  0.000173,  0.000216
54953,  0.000107,  0.000217
54954,  0.000030,  0.000215
54955, -0.000033,  0.000211
54956, -0.000059,  0.000205
54957,  0.000014,  0.000194
54958,  0.000113,  0.000182
54959,  0.000163,  0.000169
54960,  0.000169,  0.000156
54961,  0.000152,  0.000143
54962,  0.000125,  0.000132
54963,  0.000098,  0.000122
54964,  0.000079,  0.000112
54965,  0.000087,  0.000110
54966,  0.000142,  0.000121
54967,  0.000176,  0.000125
54968,  0.000169,  0.000114
54969,  0.000142,  0.000093
54970,  0.000112,  0.000065
54971,  0.000125,  0.000029
54972,  0.000153, -0.000006
54973,  0.000183, -0.000036
54974,  0.000208, -0.000012
54975,  0.000226,  0.000042
54976,  0.000236,  0.000093
54977,  0.000234,  0.000122
54978,  0.000218,  0.000114
54979,  0.000177,  0.000013
54980,  0.000131, -0.000106
54981,  0.000118, -0.000139
54982,  0.000131, -0.000100
54983,  0.000151, -0.000037
54984,  0.000167,  0.000024
54985,  0.000168,  0.000056
54986,  0.000122, -0.000015
54987,  0.000069, -0.000101
54988,  0.000046, -0.000104
54989,  0.000049, -0.000046
54990,  0.000070,  0.000025
54991,  0.000104,  0.000077
54992,  0.000147,  0.000044
54993,  0.000192, -0.000017
54994,  0.000223, -0.000053
54995,  0.000239, -0.000062
54996,  0.000242, -0.000056
54997,  0.000232, -0.000039
54998,  0.000210, -0.000016
54999,  0.000162,  0.000013
55000,  0.000109,  0.000039
55001,  0.000062,  0.000057
55002,  0.000046,  0.000066
55003,  0.000053,  0.000057
55004,  0.000073,  0.000022
55005,  0.000103, -0.000046
55006,  0.000138, -0.000166
55007,  0.000195, -0.000164
55008,  0.000262, -0.000050
55009,  0.000269, -0.000008
55010,  0.000231, -0.000028
55011,  0.000186, -0.000055
55012,  0.000154, -0.000065
55013,  0.000190, -0.000001
55014,  0.000242,  0.000081
55015,  0.000221,  0.000081
55016,  0.000145,  0.000018
55017,  0.000061, -0.000064
55018, -0.000005, -0.000139
55019, -0.000025, -0.000180
55020,  0.000135, -0.000039
55021,  0.000240,  0.000008
55022,  0.000141, -0.000216
55023,  0.000051, -0.000356
55024,  0.000053, -0.000292
55025,  0.000101, -0.000133
55026,  0.000167,  0.000046
55027,  0.000179,  0.000039
55028,  0.000175, -0.000035
55029,  0.000172, -0.000119
55030,  0.000199, -0.000135
55031,  0.000241, -0.000106
55032,  0.000283, -0.000065
55033,  0.000315, -0.000023
55034,  0.000330,  0.000008
55035,  0.000300,  0.000003
55036,  0.000260, -0.000018
55037,  0.000254, -0.000057
55038,  0.000270, -0.000105
55039,  0.000287, -0.000150
55040,  0.000291, -0.000181
55041,  0.000231, -0.000212
55042,  0.000182, -0.000179
55043,  0.000194, -0.000020
55044,  0.000234,  0.000081
55045,  0.000277,  0.000061
55046,  0.000318, -0.000019
55047,  0.000346, -0.000118
55048,  0.000323, -0.000129
55049,  0.000283, -0.000107
55050,  0.000246, -0.000074
55051,  0.000270, -0.000027
55052,  0.000323,  0.000024
55053,  0.000366,  0.000063
55054,  0.000379,  0.000081
55055,  0.000265,  0.000031
55056,  0.000114, -0.000044
55057, -0.000020, -0.000117
55058, -0.000001, -0.000137
55059,  0.000109, -0.000122
55060,  0.000237, -0.000097
55061,  0.000346, -0.000070
55062,  0.000318, -0.000071
55063,  0.000238, -0.000082
55064,  0.000154, -0.000095
55065,  0.000162, -0.000088
55066,  0.000218, -0.000075
55067,  0.000274, -0.000070
55068,  0.000306, -0.000082
55069,  0.000285, -0.000120
55070,  0.000262, -0.000193
55071,  0.000253, -0.000281
55072,  0.000278, -0.000300
55073,  0.000328, -0.000258
55074,  0.000379, -0.000198
55075,  0.000417, -0.000144
55076,  0.000388, -0.000168
55077,  0.000332, -0.000221
55078,  0.000270, -0.000277
55079,  0.000258, -0.000277
